Team,Year,Total_game,variable,value,value_per_game,z_score,gender
Fairfield,2015,15,Goals Against,112,7.466666666666667,-1.6028286071841777,Male
Princeton,2015,15,Goals Against,162,10.8,0.2620401358595266,Male
Detroit Mercy,2015,14,Goals Against,143,10.214285714285714,-0.06564394327529646,Male
Air Force,2015,15,Goals Against,131,8.733333333333333,-0.8941784848275707,Male
Bryant,2015,18,Goals Against,148,8.222222222222221,-1.1801250254276052,Male
Harvard,2015,14,Goals Against,172,12.285714285714286,1.093238775616149,Male
Hobart,2015,14,Goals Against,131,9.357142857142858,-0.5451816200579624,Male
Drexel,2015,15,Goals Against,147,9.8,-0.29742048705358454,Male
Hartford,2015,15,Goals Against,166,11.066666666666666,0.4112296353030224,Male
Loyola,2015,15,Goals Against,155,10.333333333333334,0.0009585118334080101,Male
Quinnipiac,2015,15,Goals Against,176,11.733333333333333,0.7842033839117629,Male
Lehigh,2015,16,Goals Against,161,10.0625,-0.15056207353889328,Male
Holy Cross,2015,13,Goals Against,154,11.846153846153847,0.8473220182917044,Male
Penn,2015,13,Goals Against,152,11.692307692307692,0.7612511532281482,Male
Sacred Heart,2015,13,Goals Against,152,11.692307692307692,0.7612511532281482,Male
Boston University,2015,14,Goals Against,140,10.0,-0.18552836247096272,Male
Monmouth,2015,14,Goals Against,107,7.642857142857143,-1.504256973623296,Male
Villanova,2015,14,Goals Against,145,10.357142857142858,0.014279002855148706,Male
Vermont,2015,16,Goals Against,228,14.25,2.1921792849097597,Male
Dartmouth,2015,13,Goals Against,161,12.384615384615385,1.1485700460141488,Male
Mercer,2015,13,Goals Against,141,10.846153846153847,0.28786139537859323,Male
Michigan,2015,13,Goals Against,150,11.538461538461538,0.6751802881645929,Male
UMBC,2015,13,Goals Against,131,10.076923076923077,-0.14249292993918508,Male
Hofstra,2015,14,Goals Against,112,8.0,-1.304449608297185,Male
Penn State,2015,14,Goals Against,142,10.142857142857142,-0.10560541634051855,Male
Providence,2015,14,Goals Against,152,10.857142857142858,0.2940093143117043,Male
Siena,2015,14,Goals Against,162,11.571428571428571,0.6936240449639262,Male
Delaware,2015,15,Goals Against,160,10.666666666666666,0.18744538613777775,Male
Mount St Mary's,2015,15,Goals Against,133,8.866666666666667,-0.8195837351058218,Male
Rutgers,2015,15,Goals Against,154,10.266666666666667,-0.03633886302746594,Male
UMass,2015,15,Goals Against,161,10.733333333333333,0.2247427609986517,Male
Bellarmine,2015,12,Goals Against,116,9.666666666666666,-0.37201523677533344,Male
Jacksonville,2015,12,Goals Against,148,12.333333333333334,1.1198797576596304,Male
Binghamton,2015,13,Goals Against,140,10.76923076923077,0.24482596284681557,Male
Furman,2015,13,Goals Against,120,9.23076923076923,-0.615882687788741,Male
Wagner,2015,13,Goals Against,107,8.23076923076923,-1.1753433107018523,Male
Lafayette,2015,14,Goals Against,171,12.214285714285714,1.0532773025509259,Male
Robert Morris,2015,14,Goals Against,158,11.285714285714286,0.5337781527030379,Male
St. John's,2015,14,Goals Against,168,12.0,0.9333928833552597,Male
Canisius,2015,15,Goals Against,165,11.0,0.3739322604421485,Male
UMass Lowell,2015,14,Goals Against,207,14.785714285714286,2.491890332898927,Male
Manhattan,2015,15,Goals Against,218,14.533333333333333,2.3506931280684746,Male
VMI,2015,15,Goals Against,231,15.4,2.835559001259838,Male
NJIT,2015,12,Goals Against,159,13.25,1.6327186619966487,Male
Virginia,2019,20,Goal Differential,77,3.85,1.4459464826467419,Male
Penn State,2019,18,Goal Differential,124,6.888888888888889,2.5403610189422388,Male
Yale,2019,19,Goal Differential,80,4.2105263157894735,1.5757851358991566,Male
High Point,2019,16,Goal Differential,55,3.4375,1.2973902133232673,Male
Army,2019,18,Goal Differential,45,2.5,0.9597623284971886,Male
Duke,2019,18,Goal Differential,47,2.611111111111111,0.9997774852173165,Male
Georgetown,2019,18,Goal Differential,54,3.0,1.1398305337377639,Male
Penn,2019,16,Goal Differential,52,3.25,1.2298646363580517,Male
Loyola,2019,17,Goal Differential,58,3.411764705882353,1.2881219968770612,Male
Maryland,2019,17,Goal Differential,33,1.9411764705882353,0.7585096285224279,Male
Hobart,2019,16,Goal Differential,44,2.75,1.0497964311174763,Male
Towson,2019,16,Goal Differential,30,1.875,0.7346770719464695,Male
Boston University,2019,17,Goal Differential,43,2.5294117647058822,0.9703545758642812,Male
Air Force,2019,15,Goal Differential,49,3.2666666666666666,1.2358669098660706,Male
Cornell,2019,15,Goal Differential,33,2.2,0.8517214053528435,Male
Delaware,2019,15,Goal Differential,26,1.7333333333333334,0.6836577471283064,Male
Denver,2019,15,Goal Differential,41,2.7333333333333334,1.0437941576094572,Male
UMass,2019,15,Goal Differential,58,3.8666666666666667,1.451948756154761,Male
Marist,2019,17,Goal Differential,-24,-1.411764705882353,-0.44900657132613603,Male
Richmond,2019,17,Goal Differential,30,1.7647058823529411,0.6949561443198718,Male
Syracuse,2019,14,Goal Differential,38,2.7142857142857144,1.0369344164574352,Male
Sacred Heart,2019,15,Goal Differential,38,2.533333333333333,0.9717668755132269,Male
Stony Brook,2019,15,Goal Differential,-11,-0.7333333333333333,-0.20467873205853176,Male
Mount St Mary's,2019,16,Goal Differential,0,0.0,0.05942130229431197,Male
Notre Dame,2019,16,Goal Differential,22,1.375,0.554608866705894,Male
Quinnipiac,2019,16,Goal Differential,-18,-1.125,-0.3457321594969825,Male
Lehigh,2019,17,Goal Differential,20,1.1764705882352942,0.4831111969780186,Male
Robert Morris,2019,17,Goal Differential,-3,-0.17647058823529413,-0.004132181908244022,Male
Ohio State,2019,12,Goal Differential,12,1.0,0.41955771277546255,Male
Cleveland State,2019,15,Goal Differential,18,1.2,0.49158499487169266,Male
Detroit Mercy,2019,15,Goal Differential,-22,-1.4666666666666666,-0.46877876641137556,Male
North Carolina,2019,15,Goal Differential,29,1.9333333333333333,0.7556850292245365,Male
Vermont,2019,15,Goal Differential,23,1.5333333333333334,0.6116304650320763,Male
Villanova,2019,15,Goal Differential,-6,-0.4,-0.08463326189814828,Male
Canisius,2019,16,Goal Differential,6,0.375,0.19447245622474343,Male
Johns Hopkins,2019,16,Goal Differential,-14,-0.875,-0.25569805687669483,Male
Holy Cross,2019,14,Goal Differential,3,0.21428571428571427,0.13659339025455852,Male
Princeton,2019,14,Goal Differential,34,2.4285714285714284,0.9340382991771063,Male
Saint Joseph's,2019,14,Goal Differential,-10,-0.7142857142857143,-0.1978189909065099,Male
Drexel,2019,15,Goal Differential,12,0.8,0.34753043067923245,Male
Rutgers,2019,15,Goal Differential,-4,-0.26666666666666666,-0.03661507383399486,Male
Brown,2019,16,Goal Differential,8,0.5,0.23948950753488726,Male
Providence,2019,16,Goal Differential,13,0.8125,0.35203213581024684,Male
UMBC,2019,16,Goal Differential,-10,-0.625,-0.16566395425640718,Male
Hampton,2019,11,Goal Differential,-18,-1.6363636363636365,-0.5298928239475709,Male
Navy,2019,13,Goal Differential,-19,-1.4615384615384615,-0.46693191302429277,Male
Siena,2019,13,Goal Differential,-13,-1.0,-0.30071510818683866,Male
Manhattan,2019,14,Goal Differential,-26,-1.8571428571428572,-0.609403460027825,Male
Marquette,2019,14,Goal Differential,-11,-0.7857142857142857,-0.22354302022659206,Male
Bucknell,2019,15,Goal Differential,-12,-0.8,-0.22868782609060856,Male
Jacksonville,2019,15,Goal Differential,-22,-1.4666666666666666,-0.46877876641137556,Male
Harvard,2019,13,Goal Differential,-34,-2.6153846153846154,-0.8824739251179281,Male
Fairfield,2019,14,Goal Differential,-48,-3.4285714285714284,-1.1753321050696328,Male
Hofstra,2019,14,Goal Differential,-18,-1.2857142857142858,-0.40361122546716743,Male
UAlbany,2019,14,Goal Differential,-15,-1.0714285714285714,-0.32643913750692083,Male
UMass Lowell,2019,14,Goal Differential,-27,-1.9285714285714286,-0.6351274893479071,Male
Utah,2019,15,Goal Differential,-59,-3.933333333333333,-1.3571152455982136,Male
Monmouth,2019,12,Goal Differential,-26,-2.1666666666666665,-0.7208742537481809,Male
Colgate,2019,13,Goal Differential,-27,-2.076923076923077,-0.6885543194742317,Male
Michigan,2019,13,Goal Differential,-27,-2.076923076923077,-0.6885543194742317,Male
VMI,2019,13,Goal Differential,-60,-4.615384615384615,-1.6027467460802292,Male
Furman,2019,14,Goal Differential,-15,-1.0714285714285714,-0.32643913750692083,Male
St. John's,2019,14,Goal Differential,-25,-1.7857142857142858,-0.5836794307077428,Male
Hartford,2019,15,Goal Differential,-39,-2.6,-0.8769333649566796,Male
Lafayette,2019,15,Goal Differential,-75,-5.0,-1.741260750111441,Male
Bellarmine,2019,13,Goal Differential,-37,-2.8461538461538463,-0.9655823275366552,Male
Bryant,2019,14,Goal Differential,-24,-1.7142857142857142,-0.5579554013876605,Male
Binghamton,2019,13,Goal Differential,-63,-4.846153846153846,-1.6858551484989561,Male
Dartmouth,2019,13,Goal Differential,-64,-4.923076923076923,-1.713557949305199,Male
Wagner,2019,14,Goal Differential,-65,-4.642857142857143,-1.6126406035110303,Male
NJIT,2019,15,Goal Differential,-72,-4.8,-1.6692334680152108,Male
Mercer,2019,13,Goal Differential,-47,-3.6153846153846154,-1.2426103355990787,Male
St. Bonaventure,2019,13,Goal Differential,-112,-8.615384615384615,-3.0432923880048315,Male
Yale,2018,20,Goal Differential,102,5.1,2.010146737788674,Male
UAlbany,2018,19,Goal Differential,110,5.7894736842105265,2.272169367909427,Male
Duke,2018,20,Goal Differential,99,4.95,1.9531418144417925,Male
Maryland,2018,18,Goal Differential,40,2.2222222222222223,0.9164967269114687,Male
Denver,2018,17,Goal Differential,59,3.4705882352941178,1.3909167861382372,Male
Loyola,2018,17,Goal Differential,75,4.411764705882353,1.7485947365500418,Male
Cornell,2018,18,Goal Differential,78,4.333333333333333,1.7187882406823913,Male
Robert Morris,2018,18,Goal Differential,64,3.5555555555555554,1.423207156661525,Male
Vermont,2018,16,Goal Differential,36,2.25,0.9270531941979281,Male
Georgetown,2018,17,Goal Differential,50,2.9411764705882355,1.189722939031597,Male
Johns Hopkins,2018,17,Goal Differential,34,2.0,0.8320449886197925,Male
UMass,2018,17,Goal Differential,27,1.588235294117647,0.675560885314628,Male
Virginia,2018,18,Goal Differential,21,1.1666666666666667,0.5153509700260073,Male
Bucknell,2018,15,Goal Differential,40,2.6666666666666665,1.0854002034948207,Male
Saint Joseph's,2018,15,Goal Differential,30,2.0,0.8320449886197925,Male
Richmond,2018,17,Goal Differential,3,0.17647058823529413,0.1390439596969211,Male
Villanova,2018,16,Goal Differential,-10,-0.625,-0.16554116995063123,Male
Lehigh,2018,17,Goal Differential,19,1.1176470588235294,0.4967219101087257,Male
Navy,2018,14,Goal Differential,1,0.07142857142857142,0.09912454558846077,Male
Notre Dame,2018,15,Goal Differential,22,1.4666666666666666,0.6293608167197698,Male
Quinnipiac,2018,15,Goal Differential,23,1.5333333333333334,0.6546963382072728,Male
Rutgers,2018,15,Goal Differential,25,1.6666666666666667,0.7053673811822784,Male
Detroit Mercy,2018,16,Goal Differential,15,0.9375,0.4282601149127162,Male
Princeton,2018,13,Goal Differential,19,1.4615384615384615,0.6274119304515005,Male
Michigan,2018,14,Goal Differential,6,0.42857142857142855,0.2348505535572259,Male
Penn State,2018,14,Goal Differential,42,3.0,1.212077810932335,Male
Bryant,2018,15,Goal Differential,24,1.6,0.6800318596947755,Male
Jacksonville,2018,15,Goal Differential,17,1.1333333333333333,0.5026832092822557,Male
Ohio State,2018,15,Goal Differential,5,0.3333333333333333,0.19865695143222184,Male
Syracuse,2018,15,Goal Differential,9,0.6,0.29999903738223316,Male
UMass Lowell,2018,16,Goal Differential,-10,-0.625,-0.16554116995063123,Male
Boston University,2018,17,Goal Differential,-22,-1.2941176470588236,-0.41982783782152355,Male
Canisius,2018,17,Goal Differential,-22,-1.2941176470588236,-0.41982783782152355,Male
Harvard,2018,13,Goal Differential,-12,-0.9230769230769231,-0.2788201842937929,Male
North Carolina,2018,14,Goal Differential,0,0.0,0.07197934399470775,Male
Colgate,2018,15,Goal Differential,21,1.4,0.604025295232267,Male
Monmouth,2018,15,Goal Differential,18,1.2,0.5280187307697586,Male
Penn,2018,15,Goal Differential,-17,-1.1333333333333333,-0.35872452129284027,Male
Sacred Heart,2018,15,Goal Differential,-11,-0.7333333333333333,-0.2067113923678233,Male
Stony Brook,2018,15,Goal Differential,-32,-2.1333333333333333,-0.7387573436053826,Male
Towson,2018,15,Goal Differential,-10,-0.6666666666666666,-0.18137587088032048,Male
Delaware,2018,14,Goal Differential,1,0.07142857142857142,0.09912454558846077,Male
High Point,2018,14,Goal Differential,-10,-0.7142857142857143,-0.1994726719428225,Male
Hofstra,2018,14,Goal Differential,10,0.7142857142857143,0.343431359932238,Male
Marquette,2018,14,Goal Differential,-28,-2.0,-0.688086300630377,Male
St. John's,2018,14,Goal Differential,-3,-0.21428571428571427,-0.009456260786551329,Male
Brown,2018,15,Goal Differential,-8,-0.5333333333333333,-0.13070482790531485,Male
Army,2018,13,Goal Differential,8,0.6153846153846154,0.30584569618704155,Male
Drexel,2018,13,Goal Differential,-27,-2.076923076923077,-0.7173195946544187,Male
UMBC,2018,13,Goal Differential,-12,-0.9230769230769231,-0.2788201842937929,Male
Mount St Mary's,2018,14,Goal Differential,-18,-1.2857142857142858,-0.41663428469284675,Male
Air Force,2018,15,Goal Differential,-42,-2.8,-0.9921125584804108,Male
Providence,2018,15,Goal Differential,-8,-0.5333333333333333,-0.13070482790531485,Male
Hampton,2018,12,Goal Differential,-45,-3.75,-1.353143739677326,Male
Bellarmine,2018,13,Goal Differential,-20,-1.5384615384615385,-0.5126865364861267,Male
Holy Cross,2018,13,Goal Differential,-56,-4.3076923076923075,-1.5650851213516286,Male
Cleveland State,2018,14,Goal Differential,-38,-2.7142857142857144,-0.9595383165679073,Male
Furman,2018,14,Goal Differential,-46,-3.2857142857142856,-1.1766999293179314,Male
Hobart,2018,14,Goal Differential,-9,-0.6428571428571429,-0.1723274703490695,Male
Manhattan,2018,14,Goal Differential,-39,-2.7857142857142856,-0.9866835181616602,Male
Mercer,2018,14,Goal Differential,-33,-2.357142857142857,-0.8238123085991421,Male
Wagner,2018,14,Goal Differential,-43,-3.0714285714285716,-1.0952643245366724,Male
Binghamton,2018,15,Goal Differential,-73,-4.866666666666666,-1.7775137245929984,Male
Fairfield,2018,15,Goal Differential,-27,-1.8,-0.6120797361678685,Male
Siena,2018,12,Goal Differential,-36,-3.0,-1.0681191229429194,Male
Hartford,2018,13,Goal Differential,-32,-2.4615384615384617,-0.8634860647746274,Male
Lafayette,2018,15,Goal Differential,-84,-5.6,-2.0562044609555294,Male
Marist,2018,15,Goal Differential,-53,-3.533333333333333,-1.270803294842942,Male
Dartmouth,2018,13,Goal Differential,-73,-5.615384615384615,-2.0620511197603375,Male
VMI,2018,13,Goal Differential,-49,-3.769230769230769,-1.3604520631833366,Male
NJIT,2018,16,Goal Differential,-93,-5.8125,-2.1369614356969446,Male
Maryland,2017,19,Goal Differential,70,3.6842105263157894,1.3592603642158285,Male
Ohio State,2017,21,Goal Differential,62,2.9523809523809526,1.1059049820813258,Male
UAlbany,2017,18,Goal Differential,106,5.888888888888889,2.1225079138196565,Male
Monmouth,2017,18,Goal Differential,42,2.3333333333333335,0.891594093768921,Male
Syracuse,2017,16,Goal Differential,32,2.0,0.7761959231391645,Male
Denver,2017,17,Goal Differential,80,4.705882352941177,1.7129575435454227,Male
Duke,2017,18,Goal Differential,84,4.666666666666667,1.6993812881772161,Male
Army,2017,16,Goal Differential,39,2.4375,0.9276560220907198,Male
Penn State,2017,16,Goal Differential,42,2.625,0.9925674930699578,Male
Richmond,2017,16,Goal Differential,67,4.1875,1.533496417896941,Male
Boston University,2017,17,Goal Differential,32,1.8823529411764706,0.7354671570345446,Male
Towson,2017,17,Goal Differential,32,1.8823529411764706,0.7354671570345446,Male
Air Force,2017,18,Goal Differential,50,2.7777777777777777,1.0454583212752628,Male
Hofstra,2017,14,Goal Differential,39,2.7857142857142856,1.0482058967664476,Male
Binghamton,2017,16,Goal Differential,22,1.375,0.5598243532083712,Male
Bryant,2017,19,Goal Differential,36,1.894736842105263,0.739754395571873,Male
Rutgers,2017,14,Goal Differential,37,2.642857142857143,0.9987495379251233,Male
Brown,2017,16,Goal Differential,22,1.375,0.5598243532083712,Male
Loyola,2017,16,Goal Differential,64,4.0,1.468584946917703,Male
Marist,2017,16,Goal Differential,7,0.4375,0.23526699831218123,Male
Yale,2017,16,Goal Differential,42,2.625,0.9925674930699578,Male
Providence,2017,17,Goal Differential,22,1.2941176470588236,0.5318233265114449,Male
Notre Dame,2017,15,Goal Differential,11,0.7333333333333333,0.33768287474609004,Male
Princeton,2017,15,Goal Differential,49,3.2666666666666666,1.214708971532239,Male
Sacred Heart,2017,15,Goal Differential,16,1.0666666666666667,0.4530810453758464,Male
Villanova,2017,15,Goal Differential,25,1.6666666666666667,0.6607977525094081,Male
Hobart,2017,16,Goal Differential,13,0.8125,0.3650899402706572,Male
Robert Morris,2017,16,Goal Differential,9,0.5625,0.2785413122983399,Male
Michigan,2017,14,Goal Differential,-10,-0.7142857142857143,-0.163474894845995,Male
Johns Hopkins,2017,15,Goal Differential,2,0.13333333333333333,0.12996616761252847,Male
Virginia,2017,15,Goal Differential,17,1.1333333333333333,0.4761606795017978,Male
Marquette,2017,16,Goal Differential,4,0.25,0.17035552733294324,Male
North Carolina,2017,16,Goal Differential,17,1.0625,0.45163856824297455,Male
Penn,2017,13,Goal Differential,7,0.5384615384615384,0.2702193288394632,Male
Lehigh,2017,14,Goal Differential,-3,-0.21428571428571427,0.00962236109863964,Male
Stony Brook,2017,14,Goal Differential,-15,-1.0714285714285714,-0.2871157919493055,Male
Delaware,2017,15,Goal Differential,6,0.4,0.22228470411633364,Male
Furman,2017,15,Goal Differential,16,1.0666666666666667,0.4530810453758464,Male
UMass,2017,15,Goal Differential,-17,-1.1333333333333333,-0.30854688078054593,Male
Harvard,2017,13,Goal Differential,-2,-0.15384615384615385,0.030546205223815247,Male
Drexel,2017,14,Goal Differential,-18,-1.2857142857142858,-0.3613003302112918,Male
Hartford,2017,14,Goal Differential,1,0.07142857142857142,0.10853507878128799,Male
Navy,2017,14,Goal Differential,-2,-0.14285714285714285,0.03435054051930173,Male
UMBC,2017,14,Goal Differential,-22,-1.5714285714285714,-0.46021304789394013,Male
Canisius,2017,15,Goal Differential,-13,-0.8666666666666667,-0.2162283442767408,Male
Wagner,2017,15,Goal Differential,-30,-2.0,-0.6085821244179126,Male
Bucknell,2017,13,Goal Differential,-12,-0.9230769230769231,-0.23575726546023806,Male
Cornell,2017,13,Goal Differential,-23,-1.7692307692307692,-0.5286910832126966,Male
Mercer,2017,13,Goal Differential,-26,-2.0,-0.6085821244179126,Male
Vermont,2017,13,Goal Differential,-17,-1.3076923076923077,-0.36890900080226474,Male
Cleveland State,2017,14,Goal Differential,-59,-4.214285714285714,-1.3751556864584376,Male
Colgate,2017,14,Goal Differential,-17,-1.2142857142857142,-0.33657215079062963,Male
Fairfield,2017,14,Goal Differential,-26,-1.8571428571428572,-0.5591257655765884,Male
Saint Joseph's,2017,14,Goal Differential,-15,-1.0714285714285714,-0.2871157919493055,Male
Holy Cross,2017,15,Goal Differential,-34,-2.2666666666666666,-0.7009006609217178,Male
Detroit Mercy,2017,16,Goal Differential,-37,-2.3125,-0.7167679093833093,Male
Bellarmine,2017,13,Goal Differential,-62,-4.769230769230769,-1.5672746188805045,Male
Georgetown,2017,14,Goal Differential,-15,-1.0714285714285714,-0.2871157919493055,Male
High Point,2017,14,Goal Differential,-32,-2.2857142857142856,-0.7074948421005609,Male
Mount St Mary's,2017,14,Goal Differential,-36,-2.5714285714285716,-0.8064075597832094,Male
UMass Lowell,2017,16,Goal Differential,-35,-2.1875,-0.6734935953971506,Male
Jacksonville,2017,14,Goal Differential,-48,-3.4285714285714284,-1.1031457128311544,Male
Manhattan,2017,14,Goal Differential,-67,-4.785714285714286,-1.5729811218237342,Male
Siena,2017,14,Goal Differential,-42,-3.0,-0.9547766363071819,Male
Quinnipiac,2017,11,Goal Differential,-24,-2.1818181818181817,-0.6715265811250525,Male
Dartmouth,2017,13,Goal Differential,-74,-5.6923076923076925,-1.8868387837013685,Male
Lafayette,2017,14,Goal Differential,-74,-5.285714285714286,-1.7460783777683688,Male
VMI,2017,14,Goal Differential,-73,-5.214285714285714,-1.7213501983477069,Male
Hampton,2017,8,Goal Differential,-59,-7.375,-2.469377625822735,Male
St. John's,2017,14,Goal Differential,-98,-7.0,-2.339554683864259,Male
NJIT,2017,15,Goal Differential,-82,-5.466666666666667,-1.8087230989673795,Male
Maryland,2016,20,Goal Differential,65,3.25,1.0936104736460952,Male
Brown,2016,19,Goal Differential,139,7.315789473684211,2.396252840154635,Male
Towson,2016,19,Goal Differential,69,3.6315789473684212,1.2158649352278028,Male
Air Force,2016,18,Goal Differential,42,2.3333333333333335,0.7999187211107287,Male
Loyola,2016,18,Goal Differential,42,2.3333333333333335,0.7999187211107287,Male
Denver,2016,16,Goal Differential,71,4.4375,1.4740747894305473,Male
Yale,2016,16,Goal Differential,68,4.25,1.4140014764119495,Male
Quinnipiac,2016,16,Goal Differential,26,1.625,0.5729750941515819,Male
Saint Joseph's,2016,16,Goal Differential,71,4.4375,1.4740747894305473,Male
Stony Brook,2016,16,Goal Differential,67,4.1875,1.3939770387390837,Male
UAlbany,2016,16,Goal Differential,46,2.875,0.9734638476088998,Male
Syracuse,2016,17,Goal Differential,63,3.7058823529411766,1.2396710778481759,Male
North Carolina,2016,18,Goal Differential,46,2.5555555555555554,0.8711167217253629,Male
Notre Dame,2016,15,Goal Differential,45,3.0,1.0135127229546315,Male
Marquette,2016,16,Goal Differential,19,1.1875,0.4328040304415206,Male
Navy,2016,16,Goal Differential,40,2.5,0.8533172215717044,Male
Richmond,2016,16,Goal Differential,19,1.1875,0.4328040304415206,Male
Rutgers,2016,16,Goal Differential,41,2.5625,0.8733416592445703,Male
Hartford,2016,18,Goal Differential,12,0.6666666666666666,0.2659337165009714,Male
Duke,2016,19,Goal Differential,65,3.4210526315789473,1.1484141978034124,Male
Bryant,2016,15,Goal Differential,40,2.6666666666666665,0.90671572203268,Male
Bucknell,2016,15,Goal Differential,30,2.0,0.6931217201887773,Male
Army,2016,17,Goal Differential,57,3.3529411764705883,1.1265919004014038,Male
Hobart,2016,17,Goal Differential,-15,-0.8823529411764706,-0.23035822895986172,Male
Villanova,2016,14,Goal Differential,41,2.9285714285714284,0.9906276513284991,Male
High Point,2016,15,Goal Differential,0,0.0,0.05233971465706857,Male
Hofstra,2016,15,Goal Differential,22,1.4666666666666666,0.5222465187136549,Male
Marist,2016,16,Goal Differential,17,1.0625,0.3927551550957888,Male
Fairfield,2016,17,Goal Differential,-6,-0.35294117647058826,-0.060739462789703554,Male
Vermont,2016,17,Goal Differential,29,1.7058823529411764,0.5988890723164672,Male
Boston University,2016,15,Goal Differential,-8,-0.5333333333333333,-0.11853548681805373,Male
Johns Hopkins,2016,15,Goal Differential,11,0.7333333333333333,0.2872931166853617,Male
Penn,2016,15,Goal Differential,2,0.13333333333333333,0.09505851502584914,Male
Penn State,2016,15,Goal Differential,14,0.9333333333333333,0.3513713172385326,Male
Harvard,2016,16,Goal Differential,11,0.6875,0.2726085290585934,Male
Monmouth,2016,14,Goal Differential,17,1.2142857142857142,0.4413859323013202,Male
Ohio State,2016,15,Goal Differential,5,0.3333333333333333,0.15913671557902,Male
Robert Morris,2016,15,Goal Differential,-1,-0.06666666666666667,0.030980314472678284,Male
Virginia,2016,15,Goal Differential,4,0.26666666666666666,0.13777731539462973,Male
Providence,2016,16,Goal Differential,-17,-1.0625,-0.28807572578165164,Male
Cornell,2016,13,Goal Differential,-12,-0.9230769230769231,-0.24340582635756622,Male
Mount St Mary's,2016,14,Goal Differential,-8,-0.5714285714285714,-0.13074085835199104,Male
Bellarmine,2016,15,Goal Differential,-8,-0.5333333333333333,-0.11853548681805373,Male
Drexel,2016,15,Goal Differential,-8,-0.5333333333333333,-0.11853548681805373,Male
Lehigh,2016,15,Goal Differential,-9,-0.6,-0.139894887002444,Male
Wagner,2016,15,Goal Differential,-23,-1.5333333333333334,-0.4389264895839081,Male
Mercer,2016,13,Goal Differential,-22,-1.6923076923076923,-0.4898604438697618,Male
Princeton,2016,13,Goal Differential,-20,-1.5384615384615385,-0.4405695203673227,Male
Delaware,2016,15,Goal Differential,-34,-2.2666666666666666,-0.6738798916122012,Male
Canisius,2016,12,Goal Differential,-21,-1.75,-0.5083445401831765,Male
UMass,2016,13,Goal Differential,-16,-1.2307692307692308,-0.34198767336244446,Male
Binghamton,2016,14,Goal Differential,-37,-2.642857142857143,-0.7944079355098321,Male
Colgate,2016,14,Goal Differential,-41,-2.9285714285714284,-0.8859482220143619,Male
UMBC,2016,14,Goal Differential,-38,-2.7142857142857144,-0.8172930071359646,Male
Holy Cross,2016,15,Goal Differential,-39,-2.6,-0.7806768925341527,Male
UMass Lowell,2016,16,Goal Differential,-50,-3.125,-0.9488821689862262,Male
Jacksonville,2016,13,Goal Differential,-41,-3.1538461538461537,-0.9581242171429335,Male
Michigan,2016,13,Goal Differential,-44,-3.3846153846153846,-1.0320606023965921,Male
Siena,2016,13,Goal Differential,-43,-3.3076923076923075,-1.0074151406453726,Male
Lafayette,2016,14,Goal Differential,-53,-3.7857142857142856,-1.1605690815279512,Male
Manhattan,2016,15,Goal Differential,-81,-5.4,-1.6777717002785448,Male
Detroit Mercy,2016,12,Goal Differential,-45,-3.75,-1.1491265457148852,Male
Furman,2016,13,Goal Differential,-43,-3.3076923076923075,-1.0074151406453726,Male
Georgetown,2016,14,Goal Differential,-55,-3.9285714285714284,-1.2063392247802163,Male
St. John's,2016,14,Goal Differential,-74,-5.285714285714286,-1.641155585676733,Male
Sacred Heart,2016,16,Goal Differential,-76,-4.75,-1.4695175484807392,Male
VMI,2016,16,Goal Differential,-127,-7.9375,-2.4907638697969,Male
Dartmouth,2016,14,Goal Differential,-87,-6.214285714285714,-1.938661516816455,Male
NJIT,2016,15,Goal Differential,-119,-7.933333333333334,-2.489428907285376,Male
Denver,2015,19,Goal Differential,100,5.2631578947368425,1.6935541073068279,Male
UAlbany,2015,19,Goal Differential,135,7.105263157894737,2.261078389248184,Male
Maryland,2015,19,Goal Differential,60,3.1578947368421053,1.044954927945278,Male
Marist,2015,18,Goal Differential,57,3.1666666666666665,1.0476574245259511,Male
Syracuse,2015,16,Goal Differential,84,5.25,1.689500362435818,Male
North Carolina,2015,17,Goal Differential,71,4.176470588235294,1.358762472077557,Male
Stony Brook,2015,18,Goal Differential,54,3.0,0.9963099894931616,Male
Notre Dame,2015,15,Goal Differential,59,3.933333333333333,1.2838556256767821,Male
Brown,2015,17,Goal Differential,60,3.5294117647058822,1.1594136066561396,Male
Duke,2015,18,Goal Differential,49,2.7222222222222223,0.9107309311051793,Male
Towson,2015,18,Goal Differential,15,0.8333333333333334,0.32879333406689987,Male
Ohio State,2015,19,Goal Differential,16,0.8421052631578947,0.33149583064757304,Male
Richmond,2015,16,Goal Differential,69,4.3125,1.4006710403763778,Male
Yale,2015,16,Goal Differential,52,3.25,1.0733311420423457,Male
Saint Joseph's,2015,17,Goal Differential,52,3.0588235294117645,1.0144326136223814,Male
Johns Hopkins,2015,18,Goal Differential,45,2.5,0.8422676843947935,Male
Virginia,2015,15,Goal Differential,16,1.0666666666666667,0.400679743112805,Male
Colgate,2015,16,Goal Differential,19,1.1875,0.4379066335115773,Male
Cornell,2015,16,Goal Differential,25,1.5625,0.5534383623353534,Male
Georgetown,2015,16,Goal Differential,12,0.75,0.30311961655050523,Male
Marquette,2015,16,Goal Differential,-5,-0.3125,-0.024220281783526972,Male
Army,2015,17,Goal Differential,55,3.235294117647059,1.0688004860100406,Male
