Team,Year,Total_game,variable,value,value_per_game,z_score,gender
Drexel,2016,17,Loss,7,0.4117647058823529,-0.48806382842789314,Female
Elon,2016,17,Loss,7,0.4117647058823529,-0.48806382842789314,Female
Boston University,2016,18,Loss,8,0.4444444444444444,-0.33754826409655264,Female
Bucknell,2016,18,Loss,8,0.4444444444444444,-0.33754826409655264,Female
Boston College,2016,19,Loss,9,0.47368421052631576,-0.20287644337903746,Female
Campbell,2016,19,Loss,9,0.47368421052631576,-0.20287644337903746,Female
Wagner,2016,19,Loss,9,0.47368421052631576,-0.20287644337903746,Female
James Madison,2016,20,Loss,10,0.5,-0.08167180473327365,Female
Harvard,2016,16,Loss,7,0.4375,-0.3695328215169624,Female
Duquesne,2016,17,Loss,8,0.47058823529411764,-0.21713581263148016,Female
Marist,2016,17,Loss,8,0.47058823529411764,-0.21713581263148016,Female
Oregon,2016,17,Loss,8,0.47058823529411764,-0.21713581263148016,Female
Robert Morris,2016,17,Loss,8,0.47058823529411764,-0.21713581263148016,Female
UMBC,2016,17,Loss,8,0.47058823529411764,-0.21713581263148016,Female
Denver,2016,18,Loss,9,0.5,-0.08167180473327365,Female
Fairfield,2016,18,Loss,9,0.5,-0.08167180473327365,Female
Iona,2016,18,Loss,9,0.5,-0.08167180473327365,Female
Niagara,2016,18,Loss,9,0.5,-0.08167180473327365,Female
Virginia,2016,18,Loss,9,0.5,-0.08167180473327365,Female
Richmond,2016,19,Loss,10,0.5263157894736842,0.039532833912489886,Female
Saint Joseph's,2016,19,Loss,10,0.5263157894736842,0.039532833912489886,Female
Sacred Heart,2016,16,Loss,8,0.5,-0.08167180473327365,Female
Colgate,2016,17,Loss,9,0.5294117647058824,0.053792203164932835,Female
Davidson,2016,17,Loss,9,0.5294117647058824,0.053792203164932835,Female
Longwood,2016,18,Loss,10,0.5555555555555556,0.17420465463000534,Female
Dartmouth,2016,15,Loss,8,0.5333333333333333,0.07185407088469363,Female
UC Davis,2016,15,Loss,8,0.5333333333333333,0.07185407088469363,Female
William and Mary,2016,16,Loss,9,0.5625,0.20618921205041507,Female
Marquette,2016,17,Loss,10,0.5882352941176471,0.32472021896134584,Female
Siena,2016,17,Loss,10,0.5882352941176471,0.32472021896134584,Female
Mercer,2016,18,Loss,11,0.6111111111111112,0.4300811139932843,Female
Brown,2016,15,Loss,9,0.6,0.37890582212062823,Female
Columbia,2016,15,Loss,9,0.6,0.37890582212062823,Female
Central Michigan,2016,16,Loss,10,0.625,0.4940502288341038,Female
Vermont,2016,16,Loss,10,0.625,0.4940502288341038,Female
Binghamton,2016,17,Loss,11,0.6470588235294118,0.5956482347577589,Female
Georgetown,2016,17,Loss,11,0.6470588235294118,0.5956482347577589,Female
Lafayette,2016,17,Loss,11,0.6470588235294118,0.5956482347577589,Female
New Hampshire,2016,17,Loss,11,0.6470588235294118,0.5956482347577589,Female
Michigan,2016,18,Loss,12,0.6666666666666666,0.6859575733565628,Female
Rutgers,2016,18,Loss,12,0.6666666666666666,0.6859575733565628,Female
Fresno State,2016,15,Loss,10,0.6666666666666666,0.6859575733565628,Female
Yale,2016,15,Loss,10,0.6666666666666666,0.6859575733565628,Female
La Salle,2016,16,Loss,11,0.6875,0.7819112456177926,Female
Vanderbilt,2016,16,Loss,11,0.6875,0.7819112456177926,Female
American,2016,17,Loss,12,0.7058823529411765,0.8665762505541718,Female
Army,2016,17,Loss,12,0.7058823529411765,0.8665762505541718,Female
Kennesaw State,2016,17,Loss,12,0.7058823529411765,0.8665762505541718,Female
LIU,2016,17,Loss,12,0.7058823529411765,0.8665762505541718,Female
Mount St Mary's,2016,17,Loss,12,0.7058823529411765,0.8665762505541718,Female
Stetson,2016,17,Loss,12,0.7058823529411765,0.8665762505541718,Female
Liberty,2016,18,Loss,13,0.7222222222222222,0.9418340327198418,Female
Virginia Tech,2016,18,Loss,13,0.7222222222222222,0.9418340327198418,Female
San Diego State,2016,15,Loss,11,0.7333333333333333,0.9930093245924974,Female
California,2016,16,Loss,12,0.75,1.0697722624014814,Female
Saint Francis,2016,16,Loss,12,0.75,1.0697722624014814,Female
Cincinnati,2016,17,Loss,13,0.7647058823529411,1.1375042663505843,Female
Gardner-Webb,2016,17,Loss,13,0.7647058823529411,1.1375042663505843,Female
George Washington,2016,17,Loss,13,0.7647058823529411,1.1375042663505843,Female
Manhattan,2016,17,Loss,13,0.7647058823529411,1.1375042663505843,Female
Villanova,2016,17,Loss,13,0.7647058823529411,1.1375042663505843,Female
Central Connecticut,2016,16,Loss,13,0.8125,1.35763327918517,Female
Hofstra,2016,16,Loss,13,0.8125,1.35763327918517,Female
Quinnipiac,2016,16,Loss,13,0.8125,1.35763327918517,Female
Holy Cross,2016,17,Loss,14,0.8235294117647058,1.4084322821469972,Female
Saint Bonaventure,2016,17,Loss,14,0.8235294117647058,1.4084322821469972,Female
VCU,2016,17,Loss,14,0.8235294117647058,1.4084322821469972,Female
Presbyterian,2016,18,Loss,15,0.8333333333333334,1.4535869514463997,Female
Delaware State,2016,11,Loss,9,0.8181818181818182,1.3838024625291419,Female
Radford,2016,15,Loss,14,0.9333333333333333,1.9141645783003016,Female
UMass Lowell,2016,17,Loss,16,0.9411764705882353,1.9502883137398233,Female
Howard,2016,14,Loss,14,1.0,2.221216329536236,Female
Saint Mary's,2016,14,Loss,14,1.0,2.221216329536236,Female
Maryland,2015,22,Loss,1,0.045454545454545456,-2.0732007743768284,Female
UMass,2015,21,Loss,2,0.09523809523809523,-1.8552036625125208,Female
Stony Brook,2015,20,Loss,2,0.1,-1.8343517648559349,Female
North Carolina,2015,22,Loss,4,0.18181818181818182,-1.476078250574594,Female
Jacksonville,2015,20,Loss,3,0.15,-1.615406839461782,Female
Winthrop,2015,21,Loss,4,0.19047619047619047,-1.4381657093808016,Female
Loyola,2015,22,Loss,5,0.22727272727272727,-1.2770374093071826,Female
Princeton,2015,20,Loss,4,0.2,-1.3964619140676295,Female
Duke,2015,21,Loss,5,0.23809523809523808,-1.2296467328149419,Female
Penn State,2015,21,Loss,5,0.23809523809523808,-1.2296467328149419,Female
Syracuse,2015,24,Loss,8,0.3333333333333333,-0.8126087796832224,Female
Stanford,2015,18,Loss,3,0.16666666666666666,-1.5424251976637313,Female
Boston College,2015,19,Loss,4,0.21052631578947367,-1.3503682455635975,Female
James Madison,2015,20,Loss,5,0.25,-1.1775169886734769,Female
Navy,2015,20,Loss,5,0.25,-1.1775169886734769,Female
Florida,2015,21,Loss,6,0.2857142857142857,-1.0211277562490821,Female
Johns Hopkins,2015,18,Loss,4,0.2222222222222222,-1.299153058336895,Female
Bryant,2015,19,Loss,5,0.2631578947368421,-1.1198999030434367,Female
Fairfield,2015,19,Loss,5,0.2631578947368421,-1.1198999030434367,Female
Penn,2015,19,Loss,5,0.2631578947368421,-1.1198999030434367,Female
UAlbany,2015,19,Loss,5,0.2631578947368421,-1.1198999030434367,Female
USC,2015,20,Loss,6,0.3,-0.9585720632793242,Female
Northwestern,2015,21,Loss,7,0.3333333333333333,-0.8126087796832224,Female
Denver,2015,18,Loss,5,0.2777777777777778,-1.0558809190100586,Female
Old Dominion,2015,18,Loss,5,0.2777777777777778,-1.0558809190100586,Female
Canisius,2015,19,Loss,6,0.3157894736842105,-0.889431560523276,Female
Ohio State,2015,21,Loss,8,0.38095238095238093,-0.6040898031173627,Female
Monmouth,2015,18,Loss,6,0.3333333333333333,-0.8126087796832224,Female
Virginia,2015,19,Loss,7,0.3684210526315789,-0.6589632180031153,Female
Hofstra,2015,17,Loss,6,0.35294117647058826,-0.7267480246266917,Female
Colorado,2015,18,Loss,7,0.3888888888888889,-0.569336640356386,Female
Delaware,2015,18,Loss,7,0.3888888888888889,-0.569336640356386,Female
UConn,2015,18,Loss,7,0.3888888888888889,-0.569336640356386,Female
Vermont,2015,18,Loss,7,0.3888888888888889,-0.569336640356386,Female
Notre Dame,2015,20,Loss,9,0.45,-0.3017372870968661,Female
Colgate,2015,16,Loss,6,0.375,-0.6301546751880951,Female
Temple,2015,16,Loss,6,0.375,-0.6301546751880951,Female
Furman,2015,17,Loss,7,0.4117647058823529,-0.4691657594571006,Female
George Mason,2015,17,Loss,7,0.4117647058823529,-0.4691657594571006,Female
Robert Morris,2015,17,Loss,7,0.4117647058823529,-0.4691657594571006,Female
Detroit Mercy,2015,18,Loss,8,0.4444444444444444,-0.32606450102954987,Female
Louisville,2015,18,Loss,8,0.4444444444444444,-0.32606450102954987,Female
Oregon,2015,18,Loss,8,0.4444444444444444,-0.32606450102954987,Female
Siena,2015,18,Loss,8,0.4444444444444444,-0.32606450102954987,Female
Richmond,2015,19,Loss,9,0.47368421052631576,-0.19802653296279393,Female
Cornell,2015,16,Loss,7,0.4375,-0.3564735184454043,Female
Lehigh,2015,17,Loss,8,0.47058823529411764,-0.21158349428750917,Female
San Diego State,2015,17,Loss,8,0.47058823529411764,-0.21158349428750917,Female
Villanova,2015,17,Loss,8,0.47058823529411764,-0.21158349428750917,Female
Duquesne,2015,18,Loss,9,0.5,-0.08279236170271347,Female
Towson,2015,18,Loss,9,0.5,-0.08279236170271347,Female
Wagner,2015,19,Loss,10,0.5263157894736842,0.032441809557366766,Female
Liberty,2015,20,Loss,11,0.55,0.1361525636914394,Female
Elon,2015,16,Loss,8,0.5,-0.08279236170271347,Female
Harvard,2015,16,Loss,8,0.5,-0.08279236170271347,Female
La Salle,2015,16,Loss,8,0.5,-0.08279236170271347,Female
Marist,2015,17,Loss,9,0.5294117647058824,0.045998770882082256,Female
UMBC,2015,17,Loss,9,0.5294117647058824,0.045998770882082256,Female
Boston University,2015,18,Loss,10,0.5555555555555556,0.16047977762412294,Female
High Point,2015,18,Loss,10,0.5555555555555556,0.16047977762412294,Female
Brown,2015,15,Loss,8,0.5333333333333333,0.06317092189338828,Female
Yale,2015,15,Loss,8,0.5333333333333333,0.06317092189338828,Female
LIU,2015,16,Loss,9,0.5625,0.19088879503997738,Female
Sacred Heart,2015,16,Loss,9,0.5625,0.19088879503997738,Female
Vanderbilt,2015,16,Loss,9,0.5625,0.19088879503997738,Female
Georgetown,2015,17,Loss,10,0.5882352941176471,0.3035810360516737,Female
Iona,2015,17,Loss,10,0.5882352941176471,0.3035810360516737,Female
Central Connecticut,2015,16,Loss,10,0.625,0.4645699517826682,Female
Davidson,2015,16,Loss,10,0.625,0.4645699517826682,Female
George Washington,2015,16,Loss,10,0.625,0.4645699517826682,Female
New Hampshire,2015,16,Loss,10,0.625,0.4645699517826682,Female
Binghamton,2015,17,Loss,11,0.6470588235294118,0.5611633012212651,Female
Mount St Mary's,2015,17,Loss,11,0.6470588235294118,0.5611633012212651,Female
Longwood,2015,18,Loss,12,0.6666666666666666,0.6470240562777952,Female
Niagara,2015,18,Loss,12,0.6666666666666666,0.6470240562777952,Female
Virginia Tech,2015,18,Loss,12,0.6666666666666666,0.6470240562777952,Female
Mercer,2015,14,Loss,9,0.6428571428571429,0.5427645679948658,Female
Columbia,2015,15,Loss,10,0.6666666666666666,0.6470240562777952,Female
Saint Joseph's,2015,16,Loss,11,0.6875,0.738251108525359,Female
William and Mary,2015,16,Loss,11,0.6875,0.738251108525359,Female
Marquette,2015,17,Loss,12,0.7058823529411765,0.8187455663908566,Female
Michigan,2015,17,Loss,12,0.7058823529411765,0.8187455663908566,Female
Campbell,2015,18,Loss,13,0.7222222222222222,0.8902961956046317,Female
Kennesaw State,2015,18,Loss,13,0.7222222222222222,0.8902961956046317,Female
Fresno State,2015,15,Loss,11,0.7333333333333333,0.9389506234699988,Female
American,2015,16,Loss,12,0.75,1.0119322652680498,Female
Drexel,2015,16,Loss,12,0.75,1.0119322652680498,Female
Lafayette,2015,17,Loss,13,0.7647058823529411,1.0763278315604474,Female
Manhattan,2015,17,Loss,13,0.7647058823529411,1.0763278315604474,Female
Stetson,2015,17,Loss,13,0.7647058823529411,1.0763278315604474,Female
UC Davis,2015,17,Loss,13,0.7647058823529411,1.0763278315604474,Female
Holy Cross,2015,18,Loss,14,0.7777777777777778,1.133568334931468,Female
Dartmouth,2015,14,Loss,11,0.7857142857142857,1.1683214976924445,Female
California,2015,16,Loss,13,0.8125,1.2856134220107407,Female
Saint Francis,2015,16,Loss,13,0.8125,1.2856134220107407,Female
Presbyterian,2015,17,Loss,14,0.8235294117647058,1.333910096730039,Female
Delaware State,2015,15,Loss,13,0.8666666666666667,1.5228037578544062,Female
Quinnipiac,2015,16,Loss,14,0.875,1.5592945787534316,Female
Bucknell,2015,17,Loss,15,0.8823529411764706,1.5914923618996304,Female
Cincinnati,2015,17,Loss,15,0.8823529411764706,1.5914923618996304,Female
Saint Bonaventure,2015,17,Loss,15,0.8823529411764706,1.5914923618996304,Female
Rutgers,2015,18,Loss,16,0.8888888888888888,1.6201126135851405,Female
Gardner-Webb,2015,17,Loss,16,0.9411764705882353,1.8490746270692218,Female
Howard,2015,10,Loss,10,1.0,2.106656892238813,Female
Saint Mary's,2015,15,Loss,15,1.0,2.106656892238813,Female
UMass Lowell,2015,17,Loss,17,1.0,2.106656892238813,Female
Maryland,2019,23,Goals For,373,16.217391304347824,1.5377958041185738,Female
Boston College,2019,24,Goals For,404,16.833333333333332,1.760592651762735,Female
Jacksonville,2019,21,Goals For,378,18.0,2.182596092594617,Female
North Carolina,2019,21,Goals For,319,15.19047619047619,1.166342908550494,Female
Richmond,2019,21,Goals For,314,14.952380952380953,1.0802197573603143,Female
Mount St Mary's,2019,19,Goals For,268,14.105263157894736,0.7738026510205159,Female
Denver,2019,20,Goals For,274,13.7,0.6272119820999675,Female
James Madison,2019,20,Goals For,261,13.05,0.3920957793507769,Female
Michigan,2019,20,Goals For,257,12.85,0.31975233235102535,Female
Princeton,2019,20,Goals For,290,14.5,0.9165857700989724,Female
USC,2019,20,Goals For,272,13.6,0.5910402586000921,Female
Wagner,2019,20,Goals For,269,13.45,0.5367826733502786,Female
Loyola,2019,21,Goals For,333,15.857142857142858,1.4074877318829981,Female
Navy,2019,21,Goals For,323,15.380952380952381,1.2352414295026382,Female
Northwestern,2019,21,Goals For,366,17.428571428571427,1.9759005297381849,Female
Stony Brook,2019,21,Goals For,310,14.761904761904763,1.0113212364081705,Female
Syracuse,2019,21,Goals For,295,14.047619047619047,0.7529517828376304,Female
Fairfield,2019,19,Goals For,227,11.947368421052632,-0.006745066608377551,Female
UMass,2019,19,Goals For,332,17.473684210526315,1.9922186004900087,Female
High Point,2019,20,Goals For,321,16.05,1.4772474843470438,Female
Army,2019,19,Goals For,256,13.473684210526315,0.545349660494986,Female
Liberty,2019,19,Goals For,268,14.105263157894736,0.7738026510205159,Female
Notre Dame,2019,19,Goals For,285,15.0,1.0974443875983502,Female
Florida,2019,21,Goals For,324,15.428571428571429,1.252466059740674,Female
Stanford,2019,19,Goals For,264,13.894736842105264,0.697651654178673,Female
Virginia,2019,20,Goals For,262,13.1,0.41018164110071426,Female
Robert Morris,2019,17,Goals For,213,12.529411764705882,0.2037900423073067,Female
Coastal Carolina,2019,18,Goals For,251,13.944444444444445,0.7156317506552192,Female
Monmouth,2019,18,Goals For,249,13.833333333333334,0.6754409467664688,Female
Penn,2019,18,Goals For,224,12.444444444444445,0.17305589815708575,Female
Cincinnati,2019,19,Goals For,263,13.842105263157896,0.6786139049682123,Female
Hofstra,2019,19,Goals For,237,12.473684210526315,0.18363242549623032,Female
Siena,2019,19,Goals For,241,12.68421052631579,0.25978342233807383,Female
Georgetown,2019,21,Goals For,261,12.428571428571429,0.16731435474440712,Female
Dartmouth,2019,17,Goals For,272,16.0,1.4591616225971058,Female
Manhattan,2019,17,Goals For,158,9.294117647058824,-0.966471600335726,Female
Boston University,2019,18,Goals For,259,14.38888888888889,0.8763949662102218,Female
George Mason,2019,18,Goals For,216,12.0,0.012292682602083172,Female
San Diego State,2019,18,Goals For,250,13.88888888888889,0.695536348710844,Female
UAlbany,2019,18,Goals For,249,13.833333333333334,0.6754409467664688,Female
Colorado,2019,19,Goals For,223,11.736842105263158,-0.08289606345022109,Female
Duke,2019,19,Goals For,288,15.157894736842104,1.1545576352297324,Female
Furman,2019,19,Goals For,246,12.947368421052632,0.3549721683903781,Female
Saint Joseph's,2019,19,Goals For,265,13.947368421052632,0.7166894033891338,Female
Vanderbilt,2019,16,Goals For,229,14.3125,0.8487637885367056,Female
New Hampshire,2019,17,Goals For,216,12.705882352941176,0.26762249554238104,Female
Johns Hopkins,2019,18,Goals For,238,13.222222222222221,0.4543915253783398,Female
Villanova,2019,18,Goals For,207,11.5,-0.16856593489729466,Female
Mercer,2019,20,Goals For,265,13.25,0.46443922635052776,Female
Duquesne,2019,17,Goals For,270,15.882352941176471,1.416606653773723,Female
Ohio State,2019,17,Goals For,194,11.411764705882353,-0.2004821615148318,Female
UC Davis,2019,17,Goals For,204,12.0,0.012292682602083172,Female
Marquette,2019,18,Goals For,242,13.444444444444445,0.5347731331558414,Female
Brown,2019,15,Goals For,191,12.733333333333333,0.277551988267837,Female
Vermont,2019,15,Goals For,203,13.533333333333333,0.5669257762668418,Female
Cornell,2019,16,Goals For,199,12.4375,0.17054397291403878,Female
Bryant,2019,17,Goals For,213,12.529411764705882,0.2037900423073067,Female
Davidson,2019,17,Goals For,216,12.705882352941176,0.26762249554238104,Female
Lehigh,2019,17,Goals For,184,10.823529411764707,-0.4132570056317468,Female
Longwood,2019,17,Goals For,194,11.411764705882353,-0.2004821615148318,Female
Penn State,2019,17,Goals For,210,12.352941176470589,0.1399575890722324,Female
Colgate,2019,18,Goals For,190,10.555555555555555,-0.5101877679516751,Female
Detroit Mercy,2019,18,Goals For,219,12.166666666666666,0.0725788884352089,Female
Kennesaw State,2019,18,Goals For,247,13.722222222222221,0.6352501428777176,Female
Marist,2019,18,Goals For,218,12.11111111111111,0.05248348649083366,Female
Virginia Tech,2019,18,Goals For,240,13.333333333333334,0.49458232926709095,Female
Winthrop,2019,19,Goals For,194,10.210526315789474,-0.6349907905535846,Female
Fresno State,2019,14,Goals For,189,13.5,0.5548685351002166,Female
American,2019,17,Goals For,187,11.0,-0.34942455239667247,Female
Delaware,2019,17,Goals For,178,10.470588235294118,-0.540921912101896,Female
Towson,2019,17,Goals For,190,11.176470588235293,-0.28559209916159817,Female
Central Michigan,2019,18,Goals For,232,12.88888888888889,0.33381911371208833,Female
VCU,2019,18,Goals For,233,12.944444444444445,0.3539145156564636,Female
California,2019,19,Goals For,191,10.052631578947368,-0.6921040381849675,Female
Harvard,2019,15,Goals For,164,10.933333333333334,-0.3735390347299228,Female
William and Mary,2019,15,Goals For,163,10.866666666666667,-0.3976535170631731,Female
Yale,2019,15,Goals For,188,12.533333333333333,0.20520854126808616,Female
Drexel,2019,16,Goals For,184,11.5,-0.16856593489729466,Female
Gardner-Webb,2019,16,Goals For,200,12.5,0.193151300101461,Female
Campbell,2019,17,Goals For,178,10.470588235294118,-0.540921912101896,Female
Temple,2019,17,Goals For,174,10.235294117647058,-0.6260318497486624,Female
Arizona State,2019,18,Goals For,178,9.88888888888889,-0.7513325912841786,Female
Elon,2019,18,Goals For,162,9.0,-1.0728590223941838,Female
UMBC,2019,18,Goals For,155,8.61111111111111,-1.2135268360048113,Female
Saint Francis,2019,15,Goals For,150,10.0,-0.7111417873954281,Female
La Salle,2019,16,Goals For,164,10.25,-0.6207124786457392,Female
Quinnipiac,2019,16,Goals For,172,10.75,-0.4398538611463614,Female
Rutgers,2019,16,Goals For,167,10.4375,-0.5528904970834726,Female
East Carolina,2019,17,Goals For,163,9.588235294117647,-0.8600841782772688,Female
George Washington,2019,17,Goals For,177,10.411764705882353,-0.5621993965135875,Female
Lafayette,2019,17,Goals For,203,11.941176470588236,-0.008984801809608261,Female
Niagara,2019,17,Goals For,203,11.941176470588236,-0.008984801809608261,Female
UMass Lowell,2019,17,Goals For,174,10.235294117647058,-0.6260318497486624,Female
Louisville,2019,18,Goals For,201,11.166666666666666,-0.28913834656354676,Female
Columbia,2019,15,Goals For,137,9.133333333333333,-1.0246300577276832,Female
Holy Cross,2019,16,Goals For,172,10.75,-0.4398538611463614,Female
Bucknell,2019,17,Goals For,154,9.058823529411764,-1.0515815379824924,Female
Old Dominion,2019,17,Goals For,140,8.235294117647058,-1.3494663197461738,Female
Stetson,2019,17,Goals For,200,11.764705882352942,-0.07281725504468256,Female
Wofford,2019,17,Goals For,162,9.529411764705882,-0.8813616626889602,Female
Radford,2019,14,Goals For,174,12.428571428571429,0.16731435474440712,Female
Butler,2019,17,Goals For,117,6.882352941176471,-1.838848461215078,Female
UConn,2019,17,Goals For,181,10.647058823529411,-0.47708945886682175,Female
Canisius,2019,18,Goals For,181,10.055555555555555,-0.6910463854510529,Female
Oregon,2019,18,Goals For,159,8.833333333333334,-1.1331452282273096,Female
Central Connecticut,2019,16,Goals For,107,6.6875,-1.9093301283288062,Female
Sacred Heart,2019,16,Goals For,115,7.1875,-1.7284715108294284,Female
Binghamton,2019,17,Goals For,139,8.176470588235293,-1.3707438041578652,Female
Kent State,2019,17,Goals For,142,8.352941176470589,-1.3069113509227903,Female
Delaware State,2019,12,Goals For,48,4.0,-2.8814451973879622,Female
Hartford,2019,17,Goals For,106,6.235294117647059,-2.072900789743685,Female
Iona,2019,17,Goals For,141,8.294117647058824,-1.3281888353344817,Female
Presbyterian,2019,17,Goals For,96,5.647058823529412,-2.2856756338606,Female
Saint Bonaventure,2019,17,Goals For,109,6.411764705882353,-2.00906833650861,Female
Howard,2019,14,Goals For,33,2.357142857142857,-3.4756949406002033,Female
James Madison,2018,23,Goals For,362,15.73913043478261,1.3614294709568189,Female
Boston College,2018,24,Goals For,377,15.708333333333334,1.3503854392901777,Female
Stony Brook,2018,21,Goals For,376,17.904761904761905,2.1380383531959213,Female
Maryland,2018,22,Goals For,356,16.181818181818183,1.5201800437906772,Female
Navy,2018,22,Goals For,378,17.181818181818183,1.8787862484957312,Female
High Point,2018,20,Goals For,321,16.05,1.4729092258977379,Female
Florida,2018,21,Goals For,343,16.333333333333332,1.5745143172308358,Female
North Carolina,2018,21,Goals For,332,15.80952380952381,1.3866729719091415,Female
Jacksonville,2018,20,Goals For,369,18.45,2.333564117189867,Female
Richmond,2018,20,Goals For,288,14.4,0.8812089881343984,Female
Loyola,2018,21,Goals For,343,16.333333333333332,1.5745143172308358,Female
Towson,2018,21,Goals For,291,13.857142857142858,0.6865370484373691,Female
Stanford,2018,20,Goals For,303,15.15,1.150163641663189,Female
Northwestern,2018,21,Goals For,334,15.904761904761905,1.4208259437858133,Female
Penn,2018,19,Goals For,261,13.736842105263158,0.6433964523826254,Female
UMass,2018,19,Goals For,309,16.263157894736842,1.549348969532236,Female
Colorado,2018,20,Goals For,280,14.0,0.7377665062523766,Female
Wagner,2018,20,Goals For,258,12.9,0.3432996810768172,Female
Winthrop,2018,20,Goals For,303,15.15,1.150163641663189,Female
Virginia Tech,2018,21,Goals For,262,12.476190476190476,0.1913189562256275,Female
Liberty,2018,18,Goals For,242,13.444444444444445,0.538540836971791,Female
Lehigh,2018,19,Goals For,233,12.263157894736842,0.11492415071201957,Female
Princeton,2018,19,Goals For,278,14.631578947368421,0.9642546355397793,Female
Denver,2018,20,Goals For,238,11.9,-0.015306523628236937,Female
Fairfield,2018,20,Goals For,252,12.6,0.2357178196653007,Female
Bryant,2018,18,Goals For,261,14.5,0.9170696086049037,Female
Georgetown,2018,19,Goals For,239,12.578947368421053,0.2281682153557209,Female
Saint Joseph's,2018,19,Goals For,262,13.789473684210526,0.6622704631565756,Female
Dartmouth,2018,16,Goals For,243,15.1875,1.1636113743396284,Female
UMBC,2018,17,Goals For,213,12.529411764705882,0.2104044405096499,Female
Central Michigan,2018,18,Goals For,227,12.61111111111111,0.2397023330509124,Female
George Mason,2018,18,Goals For,245,13.61111111111111,0.5983085377559665,Female
Davidson,2018,19,Goals For,224,11.789473684210526,-0.054941946253532756,Female
San Diego State,2018,19,Goals For,256,13.473684210526315,0.5490263985128742,Female
Canisius,2018,20,Goals For,207,10.35,-0.5711461409210711,Female
Army,2018,17,Goals For,202,11.882352941176471,-0.021634868417149636,Female
Colgate,2018,17,Goals For,194,11.411764705882353,-0.19039072945482222,Female
Marist,2018,17,Goals For,223,13.117647058823529,0.42134926680674045,Female
Mount St Mary's,2018,17,Goals For,192,11.294117647058824,-0.2325796947142402,Female
Boston University,2018,18,Goals For,213,11.833333333333334,-0.03921360394190713,Female
Detroit Mercy,2018,18,Goals For,255,14.166666666666666,0.7975342070365521,Female
Marquette,2018,18,Goals For,244,13.555555555555555,0.578385970827908,Female
USC,2018,18,Goals For,216,12.0,0.02055409684226835,Female
Coastal Carolina,2018,19,Goals For,267,14.052631578947368,0.7566405170263267,Female
Johns Hopkins,2018,19,Goals For,233,12.263157894736842,0.11492415071201957,Female
Notre Dame,2018,19,Goals For,218,11.473684210526315,-0.1681860108972341,Female
Penn State,2018,20,Goals For,303,15.15,1.150163641663189,Female
Virginia,2018,20,Goals For,273,13.65,0.6122543346056077,Female
Brown,2018,15,Goals For,218,14.533333333333333,0.9290231487617387,Female
Villanova,2018,16,Goals For,207,12.9375,0.3567474137532566,Female
George Washington,2018,17,Goals For,201,11.823529411764707,-0.04272935104685863,Female
Temple,2018,17,Goals For,175,10.294117647058824,-0.5911858994192943,Female
Fresno State,2018,18,Goals For,232,12.88888888888889,0.3393151676912055,Female
Oregon,2018,18,Goals For,228,12.666666666666666,0.25962489997897087,Female
Robert Morris,2018,18,Goals For,197,10.944444444444445,-0.35797467479084427,Female
UAlbany,2018,18,Goals For,216,12.0,0.02055409684226835,Female
Campbell,2018,19,Goals For,245,12.894736842105264,0.34141227999942225,Female
Syracuse,2018,19,Goals For,275,14.473684210526315,0.9076326032179283,Female
Mercer,2018,20,Goals For,271,13.55,0.5763937141351025,Female
UC Davis,2018,14,Goals For,160,11.428571428571429,-0.1843637344177625,Female
Binghamton,2018,17,Goals For,196,11.529411764705882,-0.14820176419540423,Female
Cincinnati,2018,17,Goals For,201,11.823529411764707,-0.04272935104685863,Female
Duke,2018,17,Goals For,234,13.764705882352942,0.6533885757335407,Female
Hofstra,2018,17,Goals For,201,11.823529411764707,-0.04272935104685863,Female
UConn,2018,17,Goals For,230,13.529411764705882,0.569010645214704,Female
Vanderbilt,2018,17,Goals For,239,14.058823529411764,0.7588609888820856,Female
Delaware,2018,18,Goals For,178,9.88888888888889,-0.7365034464239569,Female
Iona,2018,18,Goals For,167,9.277777777777779,-0.9556516826326009,Female
Monmouth,2018,18,Goals For,204,11.333333333333334,-0.2185167062944342,Female
Niagara,2018,18,Goals For,214,11.88888888888889,-0.019291037013848635,Female
Furman,2018,19,Goals For,210,11.052631578947368,-0.31917809708883566,Female
Cornell,2018,15,Goals For,166,11.066666666666666,-0.3141450275491156,Female
Yale,2018,15,Goals For,160,10.666666666666666,-0.45758750943113735,Female
La Salle,2018,17,Goals For,199,11.705882352941176,-0.08491831630627725,Female
Michigan,2018,17,Goals For,168,9.882352941176471,-0.7388472778272579,Female
Rutgers,2018,17,Goals For,191,11.235294117647058,-0.2536741773439498,Female
Saint Francis,2018,17,Goals For,194,11.411764705882353,-0.19039072945482222,Female
Kennesaw State,2018,18,Goals For,229,12.722222222222221,0.27954746690702936,Female
Longwood,2018,18,Goals For,192,10.666666666666666,-0.45758750943113735,Female
VCU,2018,18,Goals For,207,11.5,-0.15874900551025872,Female
Harvard,2018,15,Goals For,226,15.066666666666666,1.1202797912711009,Female
Columbia,2018,16,Goals For,179,11.1875,-0.27081344448058814,Female
Louisville,2018,17,Goals For,207,12.176470588235293,0.08383754473139532,Female
New Hampshire,2018,17,Goals For,165,9.705882352941176,-0.8021307257163856,Female
Radford,2018,17,Goals For,205,12.058823529411764,0.04164857947197734,Female
Vermont,2018,17,Goals For,178,10.470588235294118,-0.5279024515301673,Female
