GeoName,Description,years,value_x,value_y,difference
Maine,Goods,2010,98.3,99.4,-1.1066398390342136
Maryland,Goods,2010,103.5,99.4,4.1247484909456675
Massachusetts,Goods,2010,98.1,99.4,-1.3078470824949813
Michigan,Goods,2010,97.7,99.4,-1.710261569416502
Minnesota,Goods,2010,98.4,99.4,-1.0060362173038229
Mississippi,Goods,2010,95.1,99.4,-4.32595573440645
Missouri,Goods,2010,92.9,99.4,-6.539235412474849
Montana,Goods,2010,99.0,99.4,-0.40241448692153486
Nebraska,Goods,2010,94.4,99.4,-5.030181086519114
Nevada,Goods,2010,97.5,99.4,-1.9114688128772692
New Hampshire,Goods,2010,98.1,99.4,-1.3078470824949813
New Jersey,Goods,2010,101.4,99.4,2.0120724346076457
New Mexico,Goods,2010,98.0,99.4,-1.4084507042253578
New York,Goods,2010,108.1,99.4,8.752515090543248
North Carolina,Goods,2010,96.7,99.4,-2.716297786720325
North Dakota,Goods,2010,93.5,99.4,-5.935613682092561
Ohio,Goods,2010,95.0,99.4,-4.426559356136826
Oklahoma,Goods,2010,96.2,99.4,-3.219315895372236
Oregon,Goods,2010,98.2,99.4,-1.2072434607645903
Pennsylvania,Goods,2010,100.0,99.4,0.603621730382288
Rhode Island,Goods,2010,98.3,99.4,-1.1066398390342136
South Carolina,Goods,2010,96.9,99.4,-2.515090543259557
South Dakota,Goods,2010,93.2,99.4,-6.237424547283705
Tennessee,Goods,2010,96.6,99.4,-2.8169014084507156
Texas,Goods,2010,97.8,99.4,-1.6096579476861252
Utah,Goods,2010,97.8,99.4,-1.6096579476861252
Vermont,Goods,2010,98.3,99.4,-1.1066398390342136
Virginia,Goods,2010,100.3,99.4,0.905432595573432
Washington,Goods,2010,103.0,99.4,3.6217303822937565
West Virginia,Goods,2010,95.8,99.4,-3.621730382293771
Wisconsin,Goods,2010,95.8,99.4,-3.621730382293771
Wyoming,Goods,2010,98.9,99.4,-0.5030181086519114
United States,Rents,2010,101.3,101.3,0.0
Alabama,Rents,2010,63.8,101.3,-37.018756169792695
Alaska,Rents,2010,133.0,101.3,31.293188548864766
Arizona,Rents,2010,95.1,101.3,-6.120434353405728
Arkansas,Rents,2010,63.2,101.3,-37.61105626850937
California,Rents,2010,150.9,101.3,48.96347482724581
Colorado,Rents,2010,104.4,101.3,3.060217176702871
Connecticut,Rents,2010,118.4,101.3,16.880552813425478
Delaware,Rents,2010,100.6,101.3,-0.6910167818361331
District of Columbia,Rents,2010,155.2,101.3,53.20829220138202
Florida,Rents,2010,106.3,101.3,4.935834155972359
Georgia,Rents,2010,81.3,101.3,-19.743336623889437
Hawaii,Rents,2010,159.2,101.3,57.15695952615991
Idaho,Rents,2010,77.6,101.3,-23.395853899308985
Illinois,Rents,2010,101.4,101.3,0.09871668311945561
Indiana,Rents,2010,76.6,101.3,-24.383020730503457
Iowa,Rents,2010,73.3,101.3,-27.64067127344521
Kansas,Rents,2010,74.9,101.3,-26.06120434353405
Kentucky,Rents,2010,66.9,101.3,-33.958538993089824
Louisiana,Rents,2010,76.8,101.3,-24.18558736426456
Maine,Rents,2010,91.4,101.3,-9.772951628825263
Maryland,Rents,2010,123.5,101.3,21.915103652517278
Massachusetts,Rents,2010,123.9,101.3,22.309970384995072
Michigan,Rents,2010,83.2,101.3,-17.867719644619935
Minnesota,Rents,2010,94.2,101.3,-7.008884501480744
Mississippi,Rents,2010,62.9,101.3,-37.90720631786772
Missouri,Rents,2010,73.7,101.3,-27.245804540967416
Montana,Rents,2010,78.2,101.3,-22.803553800592294
Nebraska,Rents,2010,76.5,101.3,-24.481737413622902
Nevada,Rents,2010,106.9,101.3,5.528134254689051
New Hampshire,Rents,2010,123.8,101.3,22.21125370187562
New Jersey,Rents,2010,137.8,101.3,36.03158933859824
New Mexico,Rents,2010,81.3,101.3,-19.743336623889437
New York,Rents,2010,133.2,101.3,31.490621915103645
North Carolina,Rents,2010,78.0,101.3,-23.00098716683119
North Dakota,Rents,2010,73.1,101.3,-27.838104639684108
Ohio,Rents,2010,74.9,101.3,-26.06120434353405
Oklahoma,Rents,2010,69.2,101.3,-31.688055281342542
Oregon,Rents,2010,97.9,101.3,-3.3563672260611956
Pennsylvania,Rents,2010,88.7,101.3,-12.438302073050341
Rhode Island,Rents,2010,103.5,101.3,2.171767028627841
South Carolina,Rents,2010,75.3,101.3,-25.666337611056267
South Dakota,Rents,2010,65.5,101.3,-35.34057255676209
Tennessee,Rents,2010,73.7,101.3,-27.245804540967416
Texas,Rents,2010,88.4,101.3,-12.73445212240868
Utah,Rents,2010,91.8,101.3,-9.378084896347483
Vermont,Rents,2010,109.2,101.3,7.798617966436333
Virginia,Rents,2010,113.6,101.3,12.142152023692002
Washington,Rents,2010,110.5,101.3,9.081934846989144
West Virginia,Rents,2010,62.5,101.3,-38.302073050345506
Wisconsin,Rents,2010,87.1,101.3,-14.017769002961503
Wyoming,Rents,2010,87.8,101.3,-13.326752221125371
United States,Other,2010,100.0,100.0,0.0
Alabama,Other,2010,93.2,100.0,-6.799999999999998
Alaska,Other,2010,99.2,100.0,-0.7999999999999973
Arizona,Other,2010,98.2,100.0,-1.7999999999999972
Arkansas,Other,2010,92.4,100.0,-7.599999999999994
California,Other,2010,105.6,100.0,5.599999999999994
Colorado,Other,2010,98.2,100.0,-1.7999999999999972
Connecticut,Other,2010,109.8,100.0,9.799999999999997
Delaware,Other,2010,104.5,100.0,4.5
District of Columbia,Other,2010,112.3,100.0,12.299999999999997
Florida,Other,2010,95.7,100.0,-4.299999999999997
Georgia,Other,2010,93.7,100.0,-6.299999999999997
Hawaii,Other,2010,104.2,100.0,4.200000000000003
Idaho,Other,2010,96.6,100.0,-3.4000000000000057
Illinois,Other,2010,100.0,100.0,0.0
Indiana,Other,2010,94.0,100.0,-6.0
Iowa,Other,2010,91.3,100.0,-8.700000000000003
Kansas,Other,2010,91.8,100.0,-8.200000000000003
Kentucky,Other,2010,92.6,100.0,-7.400000000000005
Louisiana,Other,2010,93.3,100.0,-6.700000000000003
Maine,Other,2010,97.5,100.0,-2.5
Maryland,Other,2010,111.3,100.0,11.299999999999997
Massachusetts,Other,2010,111.0,100.0,11.0
Michigan,Other,2010,97.4,100.0,-2.5999999999999943
Minnesota,Other,2010,97.1,100.0,-2.9000000000000057
Mississippi,Other,2010,92.0,100.0,-8.0
Missouri,Other,2010,90.6,100.0,-9.400000000000006
Montana,Other,2010,95.6,100.0,-4.400000000000006
Nebraska,Other,2010,91.9,100.0,-8.099999999999994
Nevada,Other,2010,99.1,100.0,-0.9000000000000057
New Hampshire,Other,2010,107.4,100.0,7.400000000000005
New Jersey,Other,2010,115.6,100.0,15.599999999999994
New Mexico,Other,2010,98.2,100.0,-1.7999999999999972
New York,Other,2010,113.4,100.0,13.400000000000006
North Carolina,Other,2010,93.2,100.0,-6.799999999999998
North Dakota,Other,2010,91.2,100.0,-8.799999999999997
Ohio,Other,2010,92.0,100.0,-8.0
Oklahoma,Other,2010,92.9,100.0,-7.099999999999993
Oregon,Other,2010,99.2,100.0,-0.7999999999999973
Pennsylvania,Other,2010,102.0,100.0,2.0
Rhode Island,Other,2010,97.7,100.0,-2.299999999999997
South Carolina,Other,2010,93.3,100.0,-6.700000000000003
South Dakota,Other,2010,90.8,100.0,-9.200000000000003
Tennessee,Other,2010,93.1,100.0,-6.900000000000006
Texas,Other,2010,99.2,100.0,-0.7999999999999973
Utah,Other,2010,98.5,100.0,-1.5
Vermont,Other,2010,97.1,100.0,-2.9000000000000057
Virginia,Other,2010,100.9,100.0,0.9000000000000057
Washington,Other,2010,99.7,100.0,-0.29999999999999716
West Virginia,Other,2010,93.7,100.0,-6.299999999999997
Wisconsin,Other,2010,92.1,100.0,-7.900000000000006
Wyoming,Other,2010,95.9,100.0,-4.099999999999994
United States,All items,2011,100.0,100.0,0.0
Alabama,All items,2011,87.7,100.0,-12.299999999999997
Alaska,All items,2011,105.1,100.0,5.099999999999994
Arizona,All items,2011,97.9,100.0,-2.0999999999999943
Arkansas,All items,2011,87.6,100.0,-12.400000000000006
California,All items,2011,113.4,100.0,13.400000000000006
Colorado,All items,2011,101.4,100.0,1.4000000000000057
Connecticut,All items,2011,109.0,100.0,9.0
Delaware,All items,2011,101.8,100.0,1.7999999999999972
District of Columbia,All items,2011,117.8,100.0,17.799999999999997
Florida,All items,2011,99.2,100.0,-0.7999999999999973
Georgia,All items,2011,91.9,100.0,-8.099999999999994
Hawaii,All items,2011,116.9,100.0,16.900000000000006
Idaho,All items,2011,93.3,100.0,-6.700000000000003
Illinois,All items,2011,101.1,100.0,1.0999999999999943
Indiana,All items,2011,91.7,100.0,-8.299999999999997
Iowa,All items,2011,90.0,100.0,-10.0
Kansas,All items,2011,90.7,100.0,-9.299999999999997
Kentucky,All items,2011,88.6,100.0,-11.400000000000006
Louisiana,All items,2011,91.0,100.0,-9.0
Maine,All items,2011,97.4,100.0,-2.5999999999999943
Maryland,All items,2011,110.9,100.0,10.900000000000006
Massachusetts,All items,2011,107.8,100.0,7.799999999999997
Michigan,All items,2011,94.6,100.0,-5.400000000000006
Minnesota,All items,2011,97.2,100.0,-2.799999999999997
Mississippi,All items,2011,86.8,100.0,-13.200000000000003
Missouri,All items,2011,89.1,100.0,-10.900000000000006
Montana,All items,2011,93.8,100.0,-6.200000000000003
Nebraska,All items,2011,90.3,100.0,-9.700000000000003
Nevada,All items,2011,99.8,100.0,-0.20000000000000281
New Hampshire,All items,2011,105.3,100.0,5.299999999999997
New Jersey,All items,2011,114.6,100.0,14.599999999999994
New Mexico,All items,2011,95.3,100.0,-4.700000000000003
New York,All items,2011,115.2,100.0,15.200000000000003
North Carolina,All items,2011,91.5,100.0,-8.5
North Dakota,All items,2011,89.7,100.0,-10.299999999999997
Ohio,All items,2011,89.7,100.0,-10.299999999999997
Oklahoma,All items,2011,89.6,100.0,-10.400000000000006
Oregon,All items,2011,98.5,100.0,-1.5
Pennsylvania,All items,2011,98.4,100.0,-1.5999999999999945
Rhode Island,All items,2011,99.4,100.0,-0.5999999999999943
South Carolina,All items,2011,90.8,100.0,-9.200000000000003
South Dakota,All items,2011,87.3,100.0,-12.700000000000003
Tennessee,All items,2011,90.3,100.0,-9.700000000000003
Texas,All items,2011,96.2,100.0,-3.799999999999997
Utah,All items,2011,97.2,100.0,-2.799999999999997
Vermont,All items,2011,99.9,100.0,-0.09999999999999432
Virginia,All items,2011,103.0,100.0,3.0
Washington,All items,2011,102.9,100.0,2.9000000000000057
West Virginia,All items,2011,88.5,100.0,-11.5
Wisconsin,All items,2011,93.3,100.0,-6.700000000000003
Wyoming,All items,2011,96.7,100.0,-3.299999999999997
United States,Goods,2011,99.4,99.4,0.0
Alabama,Goods,2011,96.3,99.4,-3.1187122736418593
Alaska,Goods,2011,101.9,99.4,2.515090543259557
Arizona,Goods,2011,99.4,99.4,0.0
Arkansas,Goods,2011,95.2,99.4,-4.225352112676059
California,Goods,2011,103.0,99.4,3.6217303822937565
Colorado,Goods,2011,101.4,99.4,2.0120724346076457
Connecticut,Goods,2011,104.6,99.4,5.231388329979867
Delaware,Goods,2011,101.3,99.4,1.911468812877255
District of Columbia,Goods,2011,107.8,99.4,8.450704225352105
Florida,Goods,2011,98.2,99.4,-1.2072434607645903
Georgia,Goods,2011,96.8,99.4,-2.615694164989948
Hawaii,Goods,2011,108.5,99.4,9.154929577464783
Idaho,Goods,2011,98.5,99.4,-0.9054325955734462
Illinois,Goods,2011,101.4,99.4,2.0120724346076457
Indiana,Goods,2011,97.0,99.4,-2.4144869215291807
Iowa,Goods,2011,94.5,99.4,-4.929577464788737
Kansas,Goods,2011,95.5,99.4,-3.923541247484915
Kentucky,Goods,2011,94.8,99.4,-4.627766599597594
Louisiana,Goods,2011,96.6,99.4,-2.8169014084507156
Maine,Goods,2011,98.1,99.4,-1.3078470824949813
Maryland,Goods,2011,103.9,99.4,4.527162977867203
Massachusetts,Goods,2011,99.2,99.4,-0.20120724346076743
Michigan,Goods,2011,98.0,99.4,-1.4084507042253578
Minnesota,Goods,2011,99.3,99.4,-0.10060362173039086
Mississippi,Goods,2011,94.6,99.4,-4.828973843058361
Missouri,Goods,2011,94.0,99.4,-5.43259557344065
Montana,Goods,2011,98.6,99.4,-0.8048289738430697
Nebraska,Goods,2011,95.2,99.4,-4.225352112676059
Nevada,Goods,2011,97.9,99.4,-1.5090543259557343
New Hampshire,Goods,2011,98.9,99.4,-0.5030181086519114
New Jersey,Goods,2011,102.1,99.4,2.71629778672031
New Mexico,Goods,2011,98.2,99.4,-1.2072434607645903
New York,Goods,2011,108.0,99.4,8.651911468812871
North Carolina,Goods,2011,96.4,99.4,-3.0181086519114686
North Dakota,Goods,2011,94.4,99.4,-5.030181086519114
Ohio,Goods,2011,95.5,99.4,-3.923541247484915
Oklahoma,Goods,2011,95.8,99.4,-3.621730382293771
Oregon,Goods,2011,98.4,99.4,-1.0060362173038229
Pennsylvania,Goods,2011,99.7,99.4,0.301810865191144
Rhode Island,Goods,2011,98.1,99.4,-1.3078470824949813
South Carolina,Goods,2011,96.6,99.4,-2.8169014084507156
South Dakota,Goods,2011,94.1,99.4,-5.331991951710273
Tennessee,Goods,2011,96.3,99.4,-3.1187122736418593
Texas,Goods,2011,97.3,99.4,-2.1126760563380365
Utah,Goods,2011,98.0,99.4,-1.4084507042253578
Vermont,Goods,2011,98.1,99.4,-1.3078470824949813
Virginia,Goods,2011,100.3,99.4,0.905432595573432
Washington,Goods,2011,102.9,99.4,3.5211267605633796
West Virginia,Goods,2011,95.4,99.4,-4.0241448692152915
Wisconsin,Goods,2011,95.9,99.4,-3.5211267605633796
Wyoming,Goods,2011,98.6,99.4,-0.8048289738430697
United States,Rents,2011,101.3,101.3,0.0
Alabama,Rents,2011,63.1,101.3,-37.70977295162882
Alaska,Rents,2011,136.8,101.3,35.044422507403766
Arizona,Rents,2011,94.2,101.3,-7.008884501480744
Arkansas,Rents,2011,63.1,101.3,-37.70977295162882
California,Rents,2011,149.1,101.3,47.18657453109575
Colorado,Rents,2011,106.5,101.3,5.1332675222112565
Connecticut,Rents,2011,118.0,101.3,16.485686080947684
Delaware,Rents,2011,98.7,101.3,-2.566633761105621
District of Columbia,Rents,2011,153.2,101.3,51.233958538993086
Florida,Rents,2011,106.9,101.3,5.528134254689051
Georgia,Rents,2011,80.5,101.3,-20.53307008884501
Hawaii,Rents,2011,157.3,101.3,55.28134254689044
Idaho,Rents,2011,77.0,101.3,-23.988153998025663
Illinois,Rents,2011,101.4,101.3,0.09871668311945561
Indiana,Rents,2011,76.9,101.3,-24.086870681145108
Iowa,Rents,2011,74.5,101.3,-26.456071076011845
Kansas,Rents,2011,75.3,101.3,-25.666337611056267
Kentucky,Rents,2011,67.0,101.3,-33.85982230997038
Louisiana,Rents,2011,76.2,101.3,-24.777887462981237
Maine,Rents,2011,95.4,101.3,-5.824284304047376
Maryland,Rents,2011,125.7,101.3,24.08687068114512
Massachusetts,Rents,2011,124.4,101.3,22.80355380059231
Michigan,Rents,2011,82.2,101.3,-18.854886475814407
Minnesota,Rents,2011,93.7,101.3,-7.50246791707798
Mississippi,Rents,2011,63.6,101.3,-37.216189536031585
Missouri,Rents,2011,74.2,101.3,-26.752221125370184
Montana,Rents,2011,79.2,101.3,-21.816386969397822
Nebraska,Rents,2011,74.6,101.3,-26.3573543928924
Nevada,Rents,2011,104.4,101.3,3.060217176702871
New Hampshire,Rents,2011,119.1,101.3,17.571569595261597
New Jersey,Rents,2011,138.0,101.3,36.22902270483712
New Mexico,Rents,2011,83.4,101.3,-17.670286278381038
New York,Rents,2011,134.7,101.3,32.97137216189535
North Carolina,Rents,2011,78.7,101.3,-22.309970384995058
North Dakota,Rents,2011,73.7,101.3,-27.245804540967416
Ohio,Rents,2011,73.9,101.3,-27.04837117472852
Oklahoma,Rents,2011,69.3,101.3,-31.589338598223097
Oregon,Rents,2011,98.7,101.3,-2.566633761105621
Pennsylvania,Rents,2011,89.0,101.3,-12.142152023692002
Rhode Island,Rents,2011,105.4,101.3,4.047384007897343
South Carolina,Rents,2011,76.6,101.3,-24.383020730503457
South Dakota,Rents,2011,64.9,101.3,-35.93287265547877
Tennessee,Rents,2011,74.0,101.3,-26.94965449160908
Texas,Rents,2011,88.9,101.3,-12.240868706811444
Utah,Rents,2011,92.1,101.3,-9.081934846989144
Vermont,Rents,2011,113.9,101.3,12.438302073050354
Virginia,Rents,2011,113.6,101.3,12.142152023692002
Washington,Rents,2011,110.1,101.3,8.68706811451135
West Virginia,Rents,2011,63.1,101.3,-37.70977295162882
Wisconsin,Rents,2011,88.0,101.3,-13.129318854886474
Wyoming,Rents,2011,94.2,101.3,-7.008884501480744
United States,Other,2011,100.0,100.0,0.0
Alabama,Other,2011,93.5,100.0,-6.5
Alaska,Other,2011,98.2,100.0,-1.7999999999999972
Arizona,Other,2011,98.2,100.0,-1.7999999999999972
Arkansas,Other,2011,92.9,100.0,-7.099999999999993
California,Other,2011,105.7,100.0,5.700000000000003
Colorado,Other,2011,98.7,100.0,-1.2999999999999972
Connecticut,Other,2011,109.4,100.0,9.400000000000006
Delaware,Other,2011,104.2,100.0,4.200000000000003
District of Columbia,Other,2011,110.6,100.0,10.599999999999994
Florida,Other,2011,95.9,100.0,-4.099999999999994
Georgia,Other,2011,93.7,100.0,-6.299999999999997
Hawaii,Other,2011,103.0,100.0,3.0
Idaho,Other,2011,96.5,100.0,-3.5000000000000004
Illinois,Other,2011,100.7,100.0,0.7000000000000028
Indiana,Other,2011,94.3,100.0,-5.700000000000003
Iowa,Other,2011,91.7,100.0,-8.299999999999997
Kansas,Other,2011,92.8,100.0,-7.200000000000002
Kentucky,Other,2011,92.9,100.0,-7.099999999999993
Louisiana,Other,2011,93.6,100.0,-6.400000000000006
Maine,Other,2011,97.3,100.0,-2.700000000000003
Maryland,Other,2011,109.5,100.0,9.5
Massachusetts,Other,2011,108.7,100.0,8.700000000000003
Michigan,Other,2011,97.3,100.0,-2.700000000000003
Minnesota,Other,2011,96.6,100.0,-3.4000000000000057
Mississippi,Other,2011,92.6,100.0,-7.400000000000005
Missouri,Other,2011,91.4,100.0,-8.599999999999994
Montana,Other,2011,95.1,100.0,-4.900000000000006
Nebraska,Other,2011,92.2,100.0,-7.799999999999997
Nevada,Other,2011,99.7,100.0,-0.29999999999999716
New Hampshire,Other,2011,105.6,100.0,5.599999999999994
New Jersey,Other,2011,116.0,100.0,16.0
New Mexico,Other,2011,98.5,100.0,-1.5
New York,Other,2011,112.8,100.0,12.799999999999997
North Carolina,Other,2011,93.5,100.0,-6.5
North Dakota,Other,2011,91.5,100.0,-8.5
Ohio,Other,2011,92.0,100.0,-8.0
Oklahoma,Other,2011,93.2,100.0,-6.799999999999998
Oregon,Other,2011,98.6,100.0,-1.4000000000000057
Pennsylvania,Other,2011,101.9,100.0,1.900000000000006
Rhode Island,Other,2011,97.5,100.0,-2.5
South Carolina,Other,2011,93.6,100.0,-6.400000000000006
South Dakota,Other,2011,91.2,100.0,-8.799999999999997
Tennessee,Other,2011,93.5,100.0,-6.5
Texas,Other,2011,99.3,100.0,-0.7000000000000028
Utah,Other,2011,98.9,100.0,-1.0999999999999943
Vermont,Other,2011,96.9,100.0,-3.0999999999999943
Virginia,Other,2011,100.6,100.0,0.5999999999999943
Washington,Other,2011,99.8,100.0,-0.20000000000000281
West Virginia,Other,2011,94.1,100.0,-5.900000000000006
Wisconsin,Other,2011,92.8,100.0,-7.200000000000002
Wyoming,Other,2011,95.5,100.0,-4.5
United States,All items,2012,100.0,100.0,0.0
Alabama,All items,2012,88.1,100.0,-11.900000000000006
Alaska,All items,2012,105.4,100.0,5.400000000000006
Arizona,All items,2012,97.1,100.0,-2.9000000000000057
Arkansas,All items,2012,87.8,100.0,-12.200000000000003
California,All items,2012,112.9,100.0,12.900000000000006
Colorado,All items,2012,101.1,100.0,1.0999999999999943
Connecticut,All items,2012,109.2,100.0,9.200000000000003
Delaware,All items,2012,101.2,100.0,1.2000000000000028
District of Columbia,All items,2012,117.7,100.0,17.700000000000003
Florida,All items,2012,99.1,100.0,-0.9000000000000057
Georgia,All items,2012,92.2,100.0,-7.799999999999997
Hawaii,All items,2012,117.8,100.0,17.799999999999997
Idaho,All items,2012,93.4,100.0,-6.599999999999994
Illinois,All items,2012,100.7,100.0,0.7000000000000028
Indiana,All items,2012,91.4,100.0,-8.599999999999994
Iowa,All items,2012,90.2,100.0,-9.799999999999997
Kansas,All items,2012,90.6,100.0,-9.400000000000006
Kentucky,All items,2012,88.8,100.0,-11.200000000000003
Louisiana,All items,2012,91.4,100.0,-8.599999999999994
Maine,All items,2012,98.4,100.0,-1.5999999999999945
Maryland,All items,2012,110.1,100.0,10.099999999999994
Massachusetts,All items,2012,106.6,100.0,6.599999999999994
Michigan,All items,2012,94.5,100.0,-5.5
Minnesota,All items,2012,97.6,100.0,-2.4000000000000057
Mississippi,All items,2012,86.5,100.0,-13.5
Missouri,All items,2012,89.3,100.0,-10.700000000000003
Montana,All items,2012,93.5,100.0,-6.5
Nebraska,All items,2012,90.6,100.0,-9.400000000000006
Nevada,All items,2012,98.7,100.0,-1.2999999999999972
New Hampshire,All items,2012,105.6,100.0,5.599999999999994
New Jersey,All items,2012,114.4,100.0,14.400000000000004
New Mexico,All items,2012,95.0,100.0,-5.0
New York,All items,2012,115.3,100.0,15.299999999999997
North Carolina,All items,2012,91.7,100.0,-8.299999999999997
North Dakota,All items,2012,91.0,100.0,-9.0
Ohio,All items,2012,89.4,100.0,-10.599999999999994
Oklahoma,All items,2012,89.9,100.0,-10.099999999999994
Oregon,All items,2012,98.7,100.0,-1.2999999999999972
Pennsylvania,All items,2012,98.4,100.0,-1.5999999999999945
Rhode Island,All items,2012,98.8,100.0,-1.2000000000000028
South Carolina,All items,2012,90.8,100.0,-9.200000000000003
South Dakota,All items,2012,88.9,100.0,-11.099999999999994
Tennessee,All items,2012,90.8,100.0,-9.200000000000003
Texas,All items,2012,96.2,100.0,-3.799999999999997
Utah,All items,2012,97.1,100.0,-2.9000000000000057
Vermont,All items,2012,100.8,100.0,0.7999999999999973
Virginia,All items,2012,103.0,100.0,3.0
Washington,All items,2012,103.5,100.0,3.5000000000000004
West Virginia,All items,2012,88.6,100.0,-11.400000000000006
Wisconsin,All items,2012,93.5,100.0,-6.5
Wyoming,All items,2012,95.8,100.0,-4.200000000000003
United States,Goods,2012,99.4,99.4,0.0
Alabama,Goods,2012,96.2,99.4,-3.219315895372236
Alaska,Goods,2012,101.3,99.4,1.911468812877255
Arizona,Goods,2012,98.6,99.4,-0.8048289738430697
Arkansas,Goods,2012,94.9,99.4,-4.527162977867203
California,Goods,2012,103.1,99.4,3.722334004024133
Colorado,Goods,2012,100.2,99.4,0.8048289738430555
Connecticut,Goods,2012,104.5,99.4,5.130784708249491
Delaware,Goods,2012,100.3,99.4,0.905432595573432
District of Columbia,Goods,2012,107.5,99.4,8.14889336016096
Florida,Goods,2012,98.3,99.4,-1.1066398390342136
Georgia,Goods,2012,96.7,99.4,-2.716297786720325
Hawaii,Goods,2012,109.3,99.4,9.959758551307837
Idaho,Goods,2012,98.1,99.4,-1.3078470824949813
Illinois,Goods,2012,101.0,99.4,1.609657947686111
Indiana,Goods,2012,97.3,99.4,-2.1126760563380365
Iowa,Goods,2012,95.1,99.4,-4.32595573440645
Kansas,Goods,2012,95.7,99.4,-3.7223340040241477
Kentucky,Goods,2012,94.5,99.4,-4.929577464788737
Louisiana,Goods,2012,96.5,99.4,-2.917505030181092
Maine,Goods,2012,98.5,99.4,-0.9054325955734462
Maryland,Goods,2012,103.9,99.4,4.527162977867203
Massachusetts,Goods,2012,100.3,99.4,0.905432595573432
Michigan,Goods,2012,98.0,99.4,-1.4084507042253578
Minnesota,Goods,2012,100.1,99.4,0.7042253521126646
Mississippi,Goods,2012,94.2,99.4,-5.231388329979882
Missouri,Goods,2012,94.9,99.4,-4.527162977867203
Montana,Goods,2012,98.4,99.4,-1.0060362173038229
Nebraska,Goods,2012,95.6,99.4,-3.8229376257545384
Nevada,Goods,2012,97.3,99.4,-2.1126760563380365
New Hampshire,Goods,2012,99.8,99.4,0.40241448692152054
New Jersey,Goods,2012,102.3,99.4,2.917505030181078
New Mexico,Goods,2012,97.6,99.4,-1.8108651911468925
New York,Goods,2012,108.5,99.4,9.154929577464783
North Carolina,Goods,2012,96.3,99.4,-3.1187122736418593
North Dakota,Goods,2012,94.9,99.4,-4.527162977867203
Ohio,Goods,2012,95.5,99.4,-3.923541247484915
Oklahoma,Goods,2012,95.6,99.4,-3.8229376257545384
Oregon,Goods,2012,98.7,99.4,-0.7042253521126789
Pennsylvania,Goods,2012,99.7,99.4,0.301810865191144
Rhode Island,Goods,2012,98.2,99.4,-1.2072434607645903
South Carolina,Goods,2012,96.6,99.4,-2.8169014084507156
South Dakota,Goods,2012,94.7,99.4,-4.72837022132797
Tennessee,Goods,2012,96.2,99.4,-3.219315895372236
Texas,Goods,2012,96.9,99.4,-2.515090543259557
Utah,Goods,2012,97.5,99.4,-1.9114688128772692
Vermont,Goods,2012,98.5,99.4,-0.9054325955734462
Virginia,Goods,2012,100.1,99.4,0.7042253521126646
Washington,Goods,2012,103.4,99.4,4.0241448692152915
West Virginia,Goods,2012,94.9,99.4,-4.527162977867203
Wisconsin,Goods,2012,95.8,99.4,-3.621730382293771
Wyoming,Goods,2012,98.3,99.4,-1.1066398390342136
United States,Rents,2012,101.1,101.1,0.0
Alabama,Rents,2012,64.4,101.1,-36.300692383778426
Alaska,Rents,2012,141.9,101.1,40.356083086053424
Arizona,Rents,2012,93.8,101.1,-7.220573689416416
Arkansas,Rents,2012,63.2,101.1,-37.48763600395647
California,Rents,2012,147.5,101.1,45.89515331355095
Colorado,Rents,2012,106.3,101.1,5.14342235410485
Connecticut,Rents,2012,118.9,101.1,17.606330365974294
Delaware,Rents,2012,98.8,101.1,-2.2749752720079104
District of Columbia,Rents,2012,157.2,101.1,55.48961424332344
Florida,Rents,2012,104.8,101.1,3.659742828882298
Georgia,Rents,2012,79.9,101.1,-20.969337289812056
Hawaii,Rents,2012,159.1,101.1,57.368941641938676
Idaho,Rents,2012,78.8,101.1,-22.057368941641936
Illinois,Rents,2012,100.4,101.1,-0.6923837784371797
Indiana,Rents,2012,75.7,101.1,-25.123639960435206
Iowa,Rents,2012,74.6,101.1,-26.211671612265086
Kansas,Rents,2012,74.9,101.1,-25.914935707220565
Kentucky,Rents,2012,68.2,101.1,-32.54203758654797
Louisiana,Rents,2012,77.6,101.1,-23.24431256181998
Maine,Rents,2012,99.4,101.1,-1.6815034619188811
Maryland,Rents,2012,124.9,101.1,23.541048466864503
Massachusetts,Rents,2012,121.2,101.1,19.881305637982205
Michigan,Rents,2012,82.4,101.1,-18.496538081107804
Minnesota,Rents,2012,95.6,101.1,-5.440158259149357
Mississippi,Rents,2012,62.4,101.1,-38.27893175074184
Missouri,Rents,2012,74.1,101.1,-26.706231454005934
Montana,Rents,2012,80.3,101.1,-20.573689416419384
Nebraska,Rents,2012,76.0,101.1,-24.8269040553907
Nevada,Rents,2012,99.0,101.1,-2.077151335311567
New Hampshire,Rents,2012,123.1,101.1,21.76063303659743
New Jersey,Rents,2012,136.9,101.1,35.41048466864492
New Mexico,Rents,2012,83.5,101.1,-17.408506429277935
New York,Rents,2012,135.1,101.1,33.63006923837785
North Carolina,Rents,2012,79.3,101.1,-21.562809099901088
North Dakota,Rents,2012,79.2,101.1,-21.66172106824925
Ohio,Rents,2012,73.7,101.1,-27.10187932739861
Oklahoma,Rents,2012,70.4,101.1,-30.36597428288822
Oregon,Rents,2012,99.1,101.1,-1.9782393669634029
Pennsylvania,Rents,2012,89.6,101.1,-11.374876360039565
Rhode Island,Rents,2012,101.6,101.1,0.4945598417408507
