GeoName,Description,years,value_x,value_y,difference
South Carolina,Rents,2012,76.6,101.1,-24.233432245301685
South Dakota,Rents,2012,70.9,101.1,-29.87141444114737
Tennessee,Rents,2012,75.6,101.1,-25.222551928783382
Texas,Rents,2012,89.4,101.1,-11.572700296735894
Utah,Rents,2012,92.1,101.1,-8.902077151335313
Vermont,Rents,2012,116.1,101.1,14.83679525222552
Virginia,Rents,2012,114.5,101.1,13.254203758654803
Washington,Rents,2012,110.9,101.1,9.693372898120685
West Virginia,Rents,2012,63.2,101.1,-37.48763600395647
Wisconsin,Rents,2012,87.6,101.1,-13.353115727002967
Wyoming,Rents,2012,90.7,101.1,-10.286844708209685
United States,Other,2012,100.0,100.0,0.0
Alabama,Other,2012,93.7,100.0,-6.299999999999997
Alaska,Other,2012,97.3,100.0,-2.700000000000003
Arizona,Other,2012,97.4,100.0,-2.5999999999999943
Arkansas,Other,2012,93.5,100.0,-6.5
California,Other,2012,105.6,100.0,5.599999999999994
Colorado,Other,2012,99.1,100.0,-0.9000000000000057
Connecticut,Other,2012,109.6,100.0,9.599999999999994
Delaware,Other,2012,103.6,100.0,3.5999999999999943
District of Columbia,Other,2012,109.5,100.0,9.5
Florida,Other,2012,96.6,100.0,-3.4000000000000057
Georgia,Other,2012,94.6,100.0,-5.400000000000006
Hawaii,Other,2012,103.7,100.0,3.7000000000000024
Idaho,Other,2012,96.5,100.0,-3.5000000000000004
Illinois,Other,2012,100.4,100.0,0.40000000000000563
Indiana,Other,2012,94.0,100.0,-6.0
Iowa,Other,2012,91.5,100.0,-8.5
Kansas,Other,2012,92.7,100.0,-7.299999999999997
Kentucky,Other,2012,93.3,100.0,-6.700000000000003
Louisiana,Other,2012,93.8,100.0,-6.200000000000003
Maine,Other,2012,97.7,100.0,-2.299999999999997
Maryland,Other,2012,107.4,100.0,7.400000000000005
Massachusetts,Other,2012,106.5,100.0,6.5
Michigan,Other,2012,96.8,100.0,-3.200000000000003
Minnesota,Other,2012,95.8,100.0,-4.200000000000003
Mississippi,Other,2012,93.2,100.0,-6.799999999999998
Missouri,Other,2012,91.5,100.0,-8.5
Montana,Other,2012,94.6,100.0,-5.400000000000006
Nebraska,Other,2012,92.0,100.0,-8.0
Nevada,Other,2012,100.3,100.0,0.29999999999999716
New Hampshire,Other,2012,104.1,100.0,4.099999999999994
New Jersey,Other,2012,115.4,100.0,15.400000000000006
New Mexico,Other,2012,98.9,100.0,-1.0999999999999943
New York,Other,2012,112.6,100.0,12.599999999999994
North Carolina,Other,2012,93.7,100.0,-6.299999999999997
North Dakota,Other,2012,91.4,100.0,-8.599999999999994
Ohio,Other,2012,91.7,100.0,-8.299999999999997
Oklahoma,Other,2012,93.6,100.0,-6.400000000000006
Oregon,Other,2012,98.4,100.0,-1.5999999999999945
Pennsylvania,Other,2012,102.0,100.0,2.0
Rhode Island,Other,2012,97.6,100.0,-2.4000000000000057
South Carolina,Other,2012,93.8,100.0,-6.200000000000003
South Dakota,Other,2012,91.1,100.0,-8.900000000000006
Tennessee,Other,2012,93.7,100.0,-6.299999999999997
Texas,Other,2012,99.1,100.0,-0.9000000000000057
Utah,Other,2012,99.4,100.0,-0.5999999999999943
Vermont,Other,2012,97.4,100.0,-2.5999999999999943
Virginia,Other,2012,100.3,100.0,0.29999999999999716
Washington,Other,2012,100.3,100.0,0.29999999999999716
West Virginia,Other,2012,94.6,100.0,-5.400000000000006
Wisconsin,Other,2012,93.7,100.0,-6.299999999999997
Wyoming,Other,2012,95.2,100.0,-4.799999999999997
United States,All items,2013,100.0,100.0,0.0
Alabama,All items,2013,87.8,100.0,-12.200000000000003
Alaska,All items,2013,104.9,100.0,4.900000000000006
Arizona,All items,2013,96.5,100.0,-3.5000000000000004
Arkansas,All items,2013,87.8,100.0,-12.200000000000003
California,All items,2013,113.1,100.0,13.099999999999994
Colorado,All items,2013,102.1,100.0,2.0999999999999943
Connecticut,All items,2013,108.5,100.0,8.5
Delaware,All items,2013,100.6,100.0,0.5999999999999943
District of Columbia,All items,2013,117.0,100.0,17.0
Florida,All items,2013,99.2,100.0,-0.7999999999999973
Georgia,All items,2013,92.3,100.0,-7.700000000000003
Hawaii,All items,2013,118.3,100.0,18.299999999999997
Idaho,All items,2013,93.2,100.0,-6.799999999999998
Illinois,All items,2013,99.7,100.0,-0.29999999999999716
Indiana,All items,2013,91.3,100.0,-8.700000000000003
Iowa,All items,2013,90.6,100.0,-9.400000000000006
Kansas,All items,2013,91.3,100.0,-8.700000000000003
Kentucky,All items,2013,89.3,100.0,-10.700000000000003
Louisiana,All items,2013,91.2,100.0,-8.799999999999997
Maine,All items,2013,98.5,100.0,-1.5
Maryland,All items,2013,109.9,100.0,9.900000000000006
Massachusetts,All items,2013,106.7,100.0,6.700000000000003
Michigan,All items,2013,94.3,100.0,-5.700000000000003
Minnesota,All items,2013,97.5,100.0,-2.5
Mississippi,All items,2013,87.2,100.0,-12.799999999999997
Missouri,All items,2013,89.9,100.0,-10.099999999999994
Montana,All items,2013,94.6,100.0,-5.400000000000006
Nebraska,All items,2013,90.7,100.0,-9.299999999999997
Nevada,All items,2013,98.7,100.0,-1.2999999999999972
New Hampshire,All items,2013,105.4,100.0,5.400000000000006
New Jersey,All items,2013,113.4,100.0,13.400000000000006
New Mexico,All items,2013,95.3,100.0,-4.700000000000003
New York,All items,2013,115.2,100.0,15.200000000000003
North Carolina,All items,2013,91.8,100.0,-8.200000000000003
North Dakota,All items,2013,91.7,100.0,-8.299999999999997
Ohio,All items,2013,89.5,100.0,-10.5
Oklahoma,All items,2013,90.0,100.0,-10.0
Oregon,All items,2013,98.9,100.0,-1.0999999999999943
Pennsylvania,All items,2013,98.6,100.0,-1.4000000000000057
Rhode Island,All items,2013,98.8,100.0,-1.2000000000000028
South Carolina,All items,2013,90.5,100.0,-9.5
South Dakota,All items,2013,88.0,100.0,-12.0
Tennessee,All items,2013,90.7,100.0,-9.299999999999997
Texas,All items,2013,96.3,100.0,-3.7000000000000024
Utah,All items,2013,97.7,100.0,-2.299999999999997
Vermont,All items,2013,100.9,100.0,0.9000000000000057
Virginia,All items,2013,102.8,100.0,2.799999999999997
Washington,All items,2013,104.2,100.0,4.200000000000003
West Virginia,All items,2013,88.6,100.0,-11.400000000000006
Wisconsin,All items,2013,93.2,100.0,-6.799999999999998
Wyoming,All items,2013,96.0,100.0,-4.0
United States,Goods,2013,99.4,99.4,0.0
Alabama,Goods,2013,96.0,99.4,-3.420523138833004
Alaska,Goods,2013,101.1,99.4,1.7102615694164873
Arizona,Goods,2013,98.1,99.4,-1.3078470824949813
Arkansas,Goods,2013,94.6,99.4,-4.828973843058361
California,Goods,2013,103.7,99.4,4.325955734406436
Colorado,Goods,2013,99.9,99.4,0.5030181086519114
Connecticut,Goods,2013,104.6,99.4,5.231388329979867
Delaware,Goods,2013,99.7,99.4,0.301810865191144
District of Columbia,Goods,2013,106.0,99.4,6.639839034205225
Florida,Goods,2013,98.2,99.4,-1.2072434607645903
Georgia,Goods,2013,96.7,99.4,-2.716297786720325
Hawaii,Goods,2013,109.3,99.4,9.959758551307837
Idaho,Goods,2013,98.0,99.4,-1.4084507042253578
Illinois,Goods,2013,100.1,99.4,0.7042253521126646
Indiana,Goods,2013,97.2,99.4,-2.213279678068413
Iowa,Goods,2013,95.3,99.4,-4.124748490945683
Kansas,Goods,2013,95.9,99.4,-3.5211267605633796
Kentucky,Goods,2013,94.2,99.4,-5.231388329979882
Louisiana,Goods,2013,96.3,99.4,-3.1187122736418593
Maine,Goods,2013,98.7,99.4,-0.7042253521126789
Maryland,Goods,2013,103.4,99.4,4.0241448692152915
Massachusetts,Goods,2013,100.6,99.4,1.207243460764576
Michigan,Goods,2013,97.9,99.4,-1.5090543259557343
Minnesota,Goods,2013,100.8,99.4,1.4084507042253436
Mississippi,Goods,2013,93.8,99.4,-5.633802816901417
Missouri,Goods,2013,95.2,99.4,-4.225352112676059
Montana,Goods,2013,98.4,99.4,-1.0060362173038229
Nebraska,Goods,2013,95.8,99.4,-3.621730382293771
Nevada,Goods,2013,96.8,99.4,-2.615694164989948
New Hampshire,Goods,2013,100.1,99.4,0.7042253521126646
New Jersey,Goods,2013,102.6,99.4,3.219315895372222
New Mexico,Goods,2013,97.3,99.4,-2.1126760563380365
New York,Goods,2013,108.7,99.4,9.356136820925549
North Carolina,Goods,2013,96.1,99.4,-3.319919517102627
North Dakota,Goods,2013,95.1,99.4,-4.32595573440645
Ohio,Goods,2013,95.9,99.4,-3.5211267605633796
Oklahoma,Goods,2013,95.3,99.4,-4.124748490945683
Oregon,Goods,2013,98.6,99.4,-0.8048289738430697
Pennsylvania,Goods,2013,99.7,99.4,0.301810865191144
Rhode Island,Goods,2013,98.4,99.4,-1.0060362173038229
South Carolina,Goods,2013,96.4,99.4,-3.0181086519114686
South Dakota,Goods,2013,94.9,99.4,-4.527162977867203
Tennessee,Goods,2013,95.9,99.4,-3.5211267605633796
Texas,Goods,2013,96.8,99.4,-2.615694164989948
Utah,Goods,2013,97.1,99.4,-2.313883299798804
Vermont,Goods,2013,98.6,99.4,-0.8048289738430697
Virginia,Goods,2013,99.5,99.4,0.10060362173037658
Washington,Goods,2013,104.0,99.4,4.62776659959758
West Virginia,Goods,2013,94.5,99.4,-4.929577464788737
Wisconsin,Goods,2013,96.1,99.4,-3.319919517102627
Wyoming,Goods,2013,98.3,99.4,-1.1066398390342136
United States,Rents,2013,101.2,101.2,0.0
Alabama,Rents,2013,63.6,101.2,-37.15415019762846
Alaska,Rents,2013,138.9,101.2,37.25296442687747
Arizona,Rents,2013,91.8,101.2,-9.288537549407119
Arkansas,Rents,2013,63.2,101.2,-37.54940711462451
California,Rents,2013,145.8,101.2,44.071146245059296
Colorado,Rents,2013,109.6,101.2,8.300395256916987
Connecticut,Rents,2013,115.6,101.2,14.229249011857698
Delaware,Rents,2013,98.0,101.2,-3.162055335968382
District of Columbia,Rents,2013,156.4,101.2,54.54545454545454
Florida,Rents,2013,104.5,101.2,3.2608695652173885
Georgia,Rents,2013,79.6,101.2,-21.34387351778657
Hawaii,Rents,2013,159.3,101.2,57.41106719367589
Idaho,Rents,2013,76.9,101.2,-24.01185770750988
Illinois,Rents,2013,100.7,101.2,-0.4940711462450593
Indiana,Rents,2013,76.2,101.2,-24.703557312252965
Iowa,Rents,2013,76.1,101.2,-24.802371541501984
Kansas,Rents,2013,76.7,101.2,-24.209486166007903
Kentucky,Rents,2013,69.6,101.2,-31.225296442687757
Louisiana,Rents,2013,76.9,101.2,-24.01185770750988
Maine,Rents,2013,97.4,101.2,-3.7549407114624476
Maryland,Rents,2013,125.9,101.2,24.407114624505933
Massachusetts,Rents,2013,123.3,101.2,21.837944664031614
Michigan,Rents,2013,82.0,101.2,-18.972332015810277
Minnesota,Rents,2013,95.5,101.2,-5.6324110671936785
Mississippi,Rents,2013,64.1,101.2,-36.660079051383406
Missouri,Rents,2013,75.5,101.2,-25.39525691699605
Montana,Rents,2013,83.5,101.2,-17.4901185770751
Nebraska,Rents,2013,76.1,101.2,-24.802371541501984
Nevada,Rents,2013,97.5,101.2,-3.656126482213441
New Hampshire,Rents,2013,122.0,101.2,20.553359683794465
New Jersey,Rents,2013,134.8,101.2,33.20158102766799
New Mexico,Rents,2013,83.6,101.2,-17.391304347826093
New York,Rents,2013,135.1,101.2,33.49802371541501
North Carolina,Rents,2013,79.9,101.2,-21.047430830039524
North Dakota,Rents,2013,83.1,101.2,-17.885375494071155
Ohio,Rents,2013,73.8,101.2,-27.075098814229253
Oklahoma,Rents,2013,70.7,101.2,-30.138339920948614
Oregon,Rents,2013,100.0,101.2,-1.185770750988145
Pennsylvania,Rents,2013,90.4,101.2,-10.671936758893278
Rhode Island,Rents,2013,99.8,101.2,-1.3833992094861716
South Carolina,Rents,2013,75.8,101.2,-25.098814229249015
South Dakota,Rents,2013,66.7,101.2,-34.090909090909086
Tennessee,Rents,2013,75.3,101.2,-25.592885375494074
Texas,Rents,2013,90.4,101.2,-10.671936758893278
Utah,Rents,2013,93.3,101.2,-7.806324110671942
Vermont,Rents,2013,113.3,101.2,11.956521739130428
Virginia,Rents,2013,113.8,101.2,12.450592885375487
Washington,Rents,2013,111.3,101.2,9.980237154150192
West Virginia,Rents,2013,62.9,101.2,-37.845849802371546
Wisconsin,Rents,2013,86.2,101.2,-14.82213438735178
Wyoming,Rents,2013,89.9,101.2,-11.166007905138336
United States,Other,2013,100.0,100.0,0.0
Alabama,Other,2013,94.0,100.0,-6.0
Alaska,Other,2013,97.2,100.0,-2.799999999999997
Arizona,Other,2013,97.4,100.0,-2.5999999999999943
Arkansas,Other,2013,94.1,100.0,-5.900000000000006
California,Other,2013,106.0,100.0,6.0
Colorado,Other,2013,100.0,100.0,0.0
Connecticut,Other,2013,109.1,100.0,9.099999999999994
Delaware,Other,2013,103.2,100.0,3.200000000000003
District of Columbia,Other,2013,109.5,100.0,9.5
Florida,Other,2013,97.2,100.0,-2.799999999999997
Georgia,Other,2013,95.2,100.0,-4.799999999999997
Hawaii,Other,2013,104.7,100.0,4.700000000000003
Idaho,Other,2013,97.6,100.0,-2.4000000000000057
Illinois,Other,2013,98.9,100.0,-1.0999999999999943
Indiana,Other,2013,93.5,100.0,-6.5
Iowa,Other,2013,91.5,100.0,-8.5
Kansas,Other,2013,93.1,100.0,-6.900000000000006
Kentucky,Other,2013,93.8,100.0,-6.200000000000003
Louisiana,Other,2013,93.9,100.0,-6.099999999999994
Maine,Other,2013,98.7,100.0,-1.2999999999999972
Maryland,Other,2013,106.7,100.0,6.700000000000003
Massachusetts,Other,2013,105.7,100.0,5.700000000000003
Michigan,Other,2013,96.5,100.0,-3.5000000000000004
Minnesota,Other,2013,94.9,100.0,-5.099999999999994
Mississippi,Other,2013,94.1,100.0,-5.900000000000006
Missouri,Other,2013,91.8,100.0,-8.200000000000003
Montana,Other,2013,95.5,100.0,-4.5
Nebraska,Other,2013,91.9,100.0,-8.099999999999994
Nevada,Other,2013,101.7,100.0,1.7000000000000028
New Hampshire,Other,2013,103.8,100.0,3.799999999999997
New Jersey,Other,2013,113.6,100.0,13.599999999999996
New Mexico,Other,2013,100.1,100.0,0.09999999999999432
New York,Other,2013,112.0,100.0,12.0
North Carolina,Other,2013,93.9,100.0,-6.099999999999994
North Dakota,Other,2013,91.4,100.0,-8.599999999999994
Ohio,Other,2013,91.5,100.0,-8.5
Oklahoma,Other,2013,94.1,100.0,-5.900000000000006
Oregon,Other,2013,98.7,100.0,-1.2999999999999972
Pennsylvania,Other,2013,101.9,100.0,1.900000000000006
Rhode Island,Other,2013,98.5,100.0,-1.5
South Carolina,Other,2013,93.9,100.0,-6.099999999999994
South Dakota,Other,2013,91.2,100.0,-8.799999999999997
Tennessee,Other,2013,94.0,100.0,-6.0
Texas,Other,2013,99.1,100.0,-0.9000000000000057
Utah,Other,2013,100.7,100.0,0.7000000000000028
Vermont,Other,2013,98.4,100.0,-1.5999999999999945
Virginia,Other,2013,100.6,100.0,0.5999999999999943
Washington,Other,2013,101.1,100.0,1.0999999999999943
West Virginia,Other,2013,95.5,100.0,-4.5
Wisconsin,Other,2013,93.2,100.0,-6.799999999999998
Wyoming,Other,2013,96.1,100.0,-3.9000000000000057
United States,All items,2014,100.0,100.0,0.0
Alabama,All items,2014,87.1,100.0,-12.900000000000006
Alaska,All items,2014,106.3,100.0,6.299999999999997
Arizona,All items,2014,96.0,100.0,-4.0
Arkansas,All items,2014,86.9,100.0,-13.099999999999994
California,All items,2014,113.7,100.0,13.700000000000005
Colorado,All items,2014,102.0,100.0,2.0
Connecticut,All items,2014,108.6,100.0,8.599999999999994
Delaware,All items,2014,101.1,100.0,1.0999999999999943
District of Columbia,All items,2014,118.2,100.0,18.200000000000003
Florida,All items,2014,99.4,100.0,-0.5999999999999943
Georgia,All items,2014,92.0,100.0,-8.0
Hawaii,All items,2014,118.4,100.0,18.400000000000006
Idaho,All items,2014,93.6,100.0,-6.400000000000006
Illinois,All items,2014,99.3,100.0,-0.7000000000000028
Indiana,All items,2014,90.8,100.0,-9.200000000000003
Iowa,All items,2014,90.3,100.0,-9.700000000000003
Kansas,All items,2014,90.9,100.0,-9.099999999999994
Kentucky,All items,2014,88.3,100.0,-11.700000000000003
Louisiana,All items,2014,90.9,100.0,-9.099999999999994
Maine,All items,2014,98.0,100.0,-2.0
Maryland,All items,2014,110.2,100.0,10.200000000000003
Massachusetts,All items,2014,107.3,100.0,7.299999999999997
Michigan,All items,2014,93.6,100.0,-6.400000000000006
Minnesota,All items,2014,97.5,100.0,-2.5
Mississippi,All items,2014,86.2,100.0,-13.799999999999999
Missouri,All items,2014,89.8,100.0,-10.200000000000003
Montana,All items,2014,94.7,100.0,-5.299999999999997
Nebraska,All items,2014,90.5,100.0,-9.5
Nevada,All items,2014,97.5,100.0,-2.5
New Hampshire,All items,2014,105.7,100.0,5.700000000000003
New Jersey,All items,2014,113.8,100.0,13.799999999999999
New Mexico,All items,2014,94.7,100.0,-5.299999999999997
New York,All items,2014,115.7,100.0,15.700000000000003
North Carolina,All items,2014,91.4,100.0,-8.599999999999994
North Dakota,All items,2014,91.6,100.0,-8.400000000000006
Ohio,All items,2014,89.4,100.0,-10.599999999999994
Oklahoma,All items,2014,89.5,100.0,-10.5
Oregon,All items,2014,98.8,100.0,-1.2000000000000028
Pennsylvania,All items,2014,98.1,100.0,-1.900000000000006
Rhode Island,All items,2014,99.8,100.0,-0.20000000000000281
South Carolina,All items,2014,90.0,100.0,-10.0
South Dakota,All items,2014,88.0,100.0,-12.0
Tennessee,All items,2014,89.8,100.0,-10.200000000000003
Texas,All items,2014,96.5,100.0,-3.5000000000000004
Utah,All items,2014,96.8,100.0,-3.200000000000003
Vermont,All items,2014,102.5,100.0,2.5
Virginia,All items,2014,102.7,100.0,2.700000000000003
Washington,All items,2014,104.9,100.0,4.900000000000006
West Virginia,All items,2014,88.2,100.0,-11.799999999999997
Wisconsin,All items,2014,93.3,100.0,-6.700000000000003
Wyoming,All items,2014,96.8,100.0,-3.200000000000003
United States,Goods,2014,99.4,99.4,0.0
Alabama,Goods,2014,96.2,99.4,-3.219315895372236
Alaska,Goods,2014,101.3,99.4,1.911468812877255
Arizona,Goods,2014,97.5,99.4,-1.9114688128772692
Arkansas,Goods,2014,94.7,99.4,-4.72837022132797
California,Goods,2014,103.7,99.4,4.325955734406436
Colorado,Goods,2014,99.6,99.4,0.20120724346075317
Connecticut,Goods,2014,104.2,99.4,4.828973843058347
Delaware,Goods,2014,99.1,99.4,-0.3018108651911583
District of Columbia,Goods,2014,105.9,99.4,6.539235412474849
Florida,Goods,2014,98.2,99.4,-1.2072434607645903
Georgia,Goods,2014,96.9,99.4,-2.515090543259557
Hawaii,Goods,2014,109.5,99.4,10.160965794768606
Idaho,Goods,2014,98.2,99.4,-1.2072434607645903
Illinois,Goods,2014,99.0,99.4,-0.40241448692153486
Indiana,Goods,2014,96.9,99.4,-2.515090543259557
Iowa,Goods,2014,95.4,99.4,-4.0241448692152915
Kansas,Goods,2014,95.9,99.4,-3.5211267605633796
Kentucky,Goods,2014,94.4,99.4,-5.030181086519114
Louisiana,Goods,2014,96.5,99.4,-2.917505030181092
Maine,Goods,2014,98.4,99.4,-1.0060362173038229
Maryland,Goods,2014,103.5,99.4,4.1247484909456675
Massachusetts,Goods,2014,101.2,99.4,1.8108651911468783
Michigan,Goods,2014,97.4,99.4,-2.0120724346076457
Minnesota,Goods,2014,100.7,99.4,1.3078470824949668
Mississippi,Goods,2014,93.9,99.4,-5.533199195171026
Missouri,Goods,2014,95.3,99.4,-4.124748490945683
Montana,Goods,2014,99.0,99.4,-0.40241448692153486
Nebraska,Goods,2014,95.8,99.4,-3.621730382293771
Nevada,Goods,2014,96.1,99.4,-3.319919517102627
New Hampshire,Goods,2014,100.4,99.4,1.0060362173038229
New Jersey,Goods,2014,102.5,99.4,3.118712273641845
New Mexico,Goods,2014,96.9,99.4,-2.515090543259557
New York,Goods,2014,108.6,99.4,9.25553319919516
North Carolina,Goods,2014,96.3,99.4,-3.1187122736418593
North Dakota,Goods,2014,95.2,99.4,-4.225352112676059
Ohio,Goods,2014,96.2,99.4,-3.219315895372236
Oklahoma,Goods,2014,95.5,99.4,-3.923541247484915
Oregon,Goods,2014,99.0,99.4,-0.40241448692153486
Pennsylvania,Goods,2014,99.3,99.4,-0.10060362173039086
Rhode Island,Goods,2014,98.3,99.4,-1.1066398390342136
South Carolina,Goods,2014,96.6,99.4,-2.8169014084507156
South Dakota,Goods,2014,95.1,99.4,-4.32595573440645
Tennessee,Goods,2014,96.1,99.4,-3.319919517102627
Texas,Goods,2014,97.3,99.4,-2.1126760563380365
Utah,Goods,2014,96.6,99.4,-2.8169014084507156
Vermont,Goods,2014,98.3,99.4,-1.1066398390342136
Virginia,Goods,2014,99.6,99.4,0.20120724346075317
Washington,Goods,2014,103.7,99.4,4.325955734406436
West Virginia,Goods,2014,94.5,99.4,-4.929577464788737
Wisconsin,Goods,2014,96.0,99.4,-3.420523138833004
Wyoming,Goods,2014,98.8,99.4,-0.6036217303823023
United States,Rents,2014,101.1,101.1,0.0
Alabama,Rents,2014,63.8,101.1,-36.894164193867454
Alaska,Rents,2014,144.4,101.1,42.82888229475768
Arizona,Rents,2014,91.4,101.1,-9.594460929772492
Arkansas,Rents,2014,62.9,101.1,-37.78437190900099
California,Rents,2014,147.4,101.1,45.79624134520278
Colorado,Rents,2014,111.3,101.1,10.089020771513356
Connecticut,Rents,2014,116.4,101.1,15.133531157270042
Delaware,Rents,2014,101.8,101.1,0.6923837784371938
District of Columbia,Rents,2014,161.6,101.1,59.841740850642935
Florida,Rents,2014,105.0,101.1,3.8575667655786408
Georgia,Rents,2014,79.0,101.1,-21.859545004945595
Hawaii,Rents,2014,159.0,101.1,57.270029673590514
Idaho,Rents,2014,79.6,101.1,-21.26607319485658
Illinois,Rents,2014,99.5,101.1,-1.5825914935707164
Indiana,Rents,2014,75.6,101.1,-25.222551928783382
Iowa,Rents,2014,75.1,101.1,-25.717111770524237
Kansas,Rents,2014,75.6,101.1,-25.222551928783382
Kentucky,Rents,2014,68.0,101.1,-32.73986152324431
Louisiana,Rents,2014,77.7,101.1,-23.145400593471805
Maine,Rents,2014,92.7,101.1,-8.308605341246283
Maryland,Rents,2014,126.5,101.1,25.123639960435217
Massachusetts,Rents,2014,123.1,101.1,21.76063303659743
Michigan,Rents,2014,82.0,101.1,-18.89218595450049
Minnesota,Rents,2014,95.6,101.1,-5.440158259149357
Mississippi,Rents,2014,63.4,101.1,-37.28981206726014
Missouri,Rents,2014,74.5,101.1,-26.31058358061325
Montana,Rents,2014,83.8,101.1,-17.11177052423343
Nebraska,Rents,2014,75.8,101.1,-25.024727992087044
Nevada,Rents,2014,95.2,101.1,-5.83580613254203
New Hampshire,Rents,2014,119.4,101.1,18.100890207715146
New Jersey,Rents,2014,136.3,101.1,34.8170128585559
New Mexico,Rents,2014,83.8,101.1,-17.11177052423343
New York,Rents,2014,135.8,101.1,34.322453016815054
North Carolina,Rents,2014,79.8,101.1,-21.068249258160236
North Dakota,Rents,2014,82.4,101.1,-18.496538081107804
Ohio,Rents,2014,72.9,101.1,-27.89317507418397
Oklahoma,Rents,2014,71.3,101.1,-29.475766567754697
Oregon,Rents,2014,101.2,101.1,0.09891196834817856
Pennsylvania,Rents,2014,88.7,101.1,-12.265084075173089
Rhode Island,Rents,2014,101.7,101.1,0.5934718100890292
South Carolina,Rents,2014,75.7,101.1,-25.123639960435206
South Dakota,Rents,2014,67.3,101.1,-33.432245301681505
Tennessee,Rents,2014,73.7,101.1,-27.10187932739861
Texas,Rents,2014,91.4,101.1,-9.594460929772492
Utah,Rents,2014,92.0,101.1,-9.000989119683476
Vermont,Rents,2014,118.3,101.1,17.012858555885266
Virginia,Rents,2014,112.3,101.1,11.078140454995058
Washington,Rents,2014,112.7,101.1,11.473788328387743
West Virginia,Rents,2014,64.4,101.1,-36.300692383778426
Wisconsin,Rents,2014,86.6,101.1,-14.342235410484669
Wyoming,Rents,2014,93.5,101.1,-7.517309594460925
United States,Other,2014,100.1,100.1,0.0
Alabama,Other,2014,93.3,100.1,-6.7932067932067906
Alaska,Other,2014,96.7,100.1,-3.3966033966033886
Arizona,Other,2014,97.3,100.1,-2.7972027972027944
Arkansas,Other,2014,93.3,100.1,-6.7932067932067906
California,Other,2014,106.6,100.1,6.493506493506494
Colorado,Other,2014,99.1,100.1,-0.999000999000999
Connecticut,Other,2014,109.1,100.1,8.991008991008991
Delaware,Other,2014,103.0,100.1,2.897102897102903
District of Columbia,Other,2014,110.2,100.1,10.089910089910099
Florida,Other,2014,97.0,100.1,-3.096903096903091
Georgia,Other,2014,95.1,100.1,-4.9950049950049955
Hawaii,Other,2014,104.5,100.1,4.395604395604401
Idaho,Other,2014,97.2,100.1,-2.8971028971028887
Illinois,Other,2014,99.4,100.1,-0.6993006993006881
Indiana,Other,2014,93.6,100.1,-6.493506493506494
Iowa,Other,2014,91.9,100.1,-8.191808191808182
Kansas,Other,2014,93.8,100.1,-6.2937062937062915
Kentucky,Other,2014,93.1,100.1,-6.993006993006993
Louisiana,Other,2014,93.3,100.1,-6.7932067932067906
Maine,Other,2014,100.5,100.1,0.39960039960040533
Maryland,Other,2014,107.0,100.1,6.8931068931069
Massachusetts,Other,2014,106.0,100.1,5.8941058941059
Michigan,Other,2014,96.4,100.1,-3.696303696303685
Minnesota,Other,2014,94.8,100.1,-5.294705294705293
Mississippi,Other,2014,93.4,100.1,-6.693306693306682
Missouri,Other,2014,92.8,100.1,-7.29270729270729
Montana,Other,2014,95.5,100.1,-4.59540459540459
Nebraska,Other,2014,92.1,100.1,-7.992007992007992
Nevada,Other,2014,101.1,100.1,0.999000999000999
New Hampshire,Other,2014,104.6,100.1,4.495504495504496
New Jersey,Other,2014,113.0,100.1,12.887112887112895
New Mexico,Other,2014,99.7,100.1,-0.3996003996003911
New York,Other,2014,111.6,100.1,11.48851148851149
North Carolina,Other,2014,93.3,100.1,-6.7932067932067906
North Dakota,Other,2014,91.7,100.1,-8.391608391608383
Ohio,Other,2014,91.9,100.1,-8.191808191808182
Oklahoma,Other,2014,93.3,100.1,-6.7932067932067906
Oregon,Other,2014,97.4,100.1,-2.697302697302686
Pennsylvania,Other,2014,102.6,100.1,2.4975024975024978
Rhode Island,Other,2014,100.4,100.1,0.2997002997003111
South Carolina,Other,2014,93.2,100.1,-6.893106893106885
South Dakota,Other,2014,91.6,100.1,-8.491508491508492
Tennessee,Other,2014,93.3,100.1,-6.7932067932067906
Texas,Other,2014,98.7,100.1,-1.39860139860139
Utah,Other,2014,100.2,100.1,0.09990009990010842
Vermont,Other,2014,100.3,100.1,0.19980019980020267
Virginia,Other,2014,100.8,100.1,0.6993006993007022
Washington,Other,2014,102.1,100.1,1.998001998001998
West Virginia,Other,2014,95.0,100.1,-5.09490509490509
Wisconsin,Other,2014,93.6,100.1,-6.493506493506494
Wyoming,Other,2014,96.0,100.1,-4.095904095904091
United States,All items,2015,100.0,100.0,0.0
Alabama,All items,2015,86.8,100.0,-13.200000000000003
Alaska,All items,2015,105.5,100.0,5.5
Arizona,All items,2015,96.1,100.0,-3.9000000000000057
Arkansas,All items,2015,87.4,100.0,-12.599999999999994
California,All items,2015,113.8,100.0,13.799999999999999
Colorado,All items,2015,102.3,100.0,2.299999999999997
Connecticut,All items,2015,108.5,100.0,8.5
Delaware,All items,2015,100.0,100.0,0.0
District of Columbia,All items,2015,116.8,100.0,16.799999999999997
Florida,All items,2015,99.5,100.0,-0.5
Georgia,All items,2015,92.8,100.0,-7.200000000000002
Hawaii,All items,2015,119.2,100.0,19.200000000000003
Idaho,All items,2015,93.3,100.0,-6.700000000000003
Illinois,All items,2015,99.0,100.0,-1.0
