Season,Season type,Referee,Games,foul_type,foul_called,foul_per_game,z_score
2016-17,Regular Season,Aaron Smith,53,Total fouls,517,9.75,-2.87
2016-17,Regular Season,Aaron Smith,53,Shooting,262,4.94,-1.95
2016-17,Regular Season,Aaron Smith,53,Loose ball,20,0.38,-1.69
2016-17,Regular Season,Aaron Smith,53,Offensive charge,9,0.17,-2.13
2016-17,Regular Season,Aaron Smith,53,Offensive,8,0.15,-0.53
2016-17,Regular Season,Aaron Smith,53,Technical,15,0.28,0.48
2016-17,Regular Season,Aaron Smith,53,Defensive goaltending,7,0.13,-0.12
2016-17,Regular Season,Aaron Smith,53,Defensive 3 seconds,3,0.06,-0.72
2016-17,Regular Season,Ben Taylor,51,Total fouls,799,15.67,1.23
2016-17,Regular Season,Ben Taylor,51,Shooting,327,6.41,0.13
2016-17,Regular Season,Ben Taylor,51,Loose ball,63,1.24,1.82
2016-17,Regular Season,Ben Taylor,51,Offensive charge,12,0.24,-1.49
2016-17,Regular Season,Ben Taylor,51,Offensive,52,1.02,2.61
2016-17,Regular Season,Ben Taylor,51,Technical,22,0.43,1.7
2016-17,Regular Season,Ben Taylor,51,Defensive goaltending,15,0.29,2.42
2016-17,Regular Season,Ben Taylor,51,Defensive 3 seconds,6,0.12,-0.06
2016-17,Regular Season,Bennie Adams,59,Total fouls,953,16.15,1.56
2016-17,Regular Season,Bennie Adams,59,Shooting,367,6.22,-0.14
2016-17,Regular Season,Bennie Adams,59,Loose ball,65,1.1,1.28
2016-17,Regular Season,Bennie Adams,59,Offensive charge,26,0.44,0.55
2016-17,Regular Season,Bennie Adams,59,Offensive,54,0.92,2.23
2016-17,Regular Season,Bennie Adams,59,Technical,20,0.34,0.94
2016-17,Regular Season,Bennie Adams,59,Defensive goaltending,5,0.08,-0.86
2016-17,Regular Season,Bennie Adams,59,Defensive 3 seconds,10,0.17,0.5
2016-17,Regular Season,Bill Kennedy,65,Total fouls,860,13.23,-0.46
2016-17,Regular Season,Bill Kennedy,65,Shooting,391,6.02,-0.43
2016-17,Regular Season,Bill Kennedy,65,Loose ball,43,0.66,-0.52
2016-17,Regular Season,Bill Kennedy,65,Offensive charge,24,0.37,-0.16
2016-17,Regular Season,Bill Kennedy,65,Offensive,52,0.8,1.82
2016-17,Regular Season,Bill Kennedy,65,Technical,10,0.15,-0.59
2016-17,Regular Season,Bill Kennedy,65,Defensive goaltending,16,0.25,1.67
2016-17,Regular Season,Bill Kennedy,65,Defensive 3 seconds,16,0.25,1.33
2016-17,Regular Season,Bill Spooner,58,Total fouls,664,11.45,-1.7
2016-17,Regular Season,Bill Spooner,58,Shooting,285,4.91,-1.99
2016-17,Regular Season,Bill Spooner,58,Loose ball,44,0.76,-0.13
2016-17,Regular Season,Bill Spooner,58,Offensive charge,25,0.43,0.45
2016-17,Regular Season,Bill Spooner,58,Offensive,43,0.74,1.61
2016-17,Regular Season,Bill Spooner,58,Technical,11,0.19,-0.29
2016-17,Regular Season,Bill Spooner,58,Defensive goaltending,6,0.1,-0.57
2016-17,Regular Season,Bill Spooner,58,Defensive 3 seconds,7,0.12,-0.03
2016-17,Regular Season,Brent Barnaky,68,Total fouls,948,13.94,0.03
2016-17,Regular Season,Brent Barnaky,68,Shooting,406,5.97,-0.5
2016-17,Regular Season,Brent Barnaky,68,Loose ball,65,0.96,0.68
2016-17,Regular Season,Brent Barnaky,68,Offensive charge,36,0.53,1.43
2016-17,Regular Season,Brent Barnaky,68,Offensive,61,0.9,2.17
2016-17,Regular Season,Brent Barnaky,68,Technical,13,0.19,-0.28
2016-17,Regular Season,Brent Barnaky,68,Defensive goaltending,13,0.19,0.81
2016-17,Regular Season,Brent Barnaky,68,Defensive 3 seconds,9,0.13,0.1
2016-17,Regular Season,Brett Nansel,40,Total fouls,558,13.95,0.04
2016-17,Regular Season,Brett Nansel,40,Shooting,321,8.02,2.41
2016-17,Regular Season,Brett Nansel,40,Loose ball,25,0.62,-0.67
2016-17,Regular Season,Brett Nansel,40,Offensive charge,16,0.4,0.14
2016-17,Regular Season,Brett Nansel,40,Offensive,13,0.32,0.1
2016-17,Regular Season,Brett Nansel,40,Technical,3,0.08,-1.24
2016-17,Regular Season,Brett Nansel,40,Defensive goaltending,3,0.08,-1.01
2016-17,Regular Season,Brett Nansel,40,Defensive 3 seconds,1,0.02,-1.06
2016-17,Regular Season,Brian Forte,65,Total fouls,840,12.92,-0.68
2016-17,Regular Season,Brian Forte,65,Shooting,385,5.92,-0.56
2016-17,Regular Season,Brian Forte,65,Loose ball,29,0.45,-1.4
2016-17,Regular Season,Brian Forte,65,Offensive charge,22,0.34,-0.47
2016-17,Regular Season,Brian Forte,65,Offensive,30,0.46,0.59
2016-17,Regular Season,Brian Forte,65,Technical,12,0.18,-0.33
2016-17,Regular Season,Brian Forte,65,Defensive goaltending,7,0.11,-0.5
2016-17,Regular Season,Brian Forte,65,Defensive 3 seconds,21,0.32,2.16
2016-17,Regular Season,C.J. Washington,44,Total fouls,612,13.91,0.01
2016-17,Regular Season,C.J. Washington,44,Shooting,284,6.45,0.19
2016-17,Regular Season,C.J. Washington,44,Loose ball,46,1.05,1.05
2016-17,Regular Season,C.J. Washington,44,Offensive charge,12,0.27,-1.12
2016-17,Regular Season,C.J. Washington,44,Offensive,30,0.68,1.39
2016-17,Regular Season,C.J. Washington,44,Technical,12,0.27,0.39
2016-17,Regular Season,C.J. Washington,44,Defensive goaltending,3,0.07,-1.12
2016-17,Regular Season,C.J. Washington,44,Defensive 3 seconds,6,0.14,0.14
2016-17,Regular Season,Courtney Kirkland,62,Total fouls,929,14.98,0.75
2016-17,Regular Season,Courtney Kirkland,62,Shooting,405,6.53,0.3
2016-17,Regular Season,Courtney Kirkland,62,Loose ball,83,1.34,2.25
2016-17,Regular Season,Courtney Kirkland,62,Offensive charge,31,0.5,1.13
2016-17,Regular Season,Courtney Kirkland,62,Offensive,65,1.05,2.71
2016-17,Regular Season,Courtney Kirkland,62,Technical,11,0.18,-0.39
2016-17,Regular Season,Courtney Kirkland,62,Defensive goaltending,11,0.18,0.59
2016-17,Regular Season,Courtney Kirkland,62,Defensive 3 seconds,6,0.1,-0.29
2016-17,Regular Season,Curtis Blair,50,Total fouls,681,13.62,-0.19
2016-17,Regular Season,Curtis Blair,50,Shooting,324,6.48,0.22
2016-17,Regular Season,Curtis Blair,50,Loose ball,30,0.6,-0.78
2016-17,Regular Season,Curtis Blair,50,Offensive charge,17,0.34,-0.45
2016-17,Regular Season,Curtis Blair,50,Offensive,19,0.38,0.3
2016-17,Regular Season,Curtis Blair,50,Technical,7,0.14,-0.7
2016-17,Regular Season,Curtis Blair,50,Defensive goaltending,4,0.08,-0.93
2016-17,Regular Season,Curtis Blair,50,Defensive 3 seconds,8,0.16,0.4
2016-17,Regular Season,Dan Crawford,60,Total fouls,947,15.78,1.31
2016-17,Regular Season,Dan Crawford,60,Shooting,387,6.45,0.18
2016-17,Regular Season,Dan Crawford,60,Loose ball,71,1.18,1.61
2016-17,Regular Season,Dan Crawford,60,Offensive charge,31,0.52,1.3
2016-17,Regular Season,Dan Crawford,60,Offensive,63,1.05,2.72
2016-17,Regular Season,Dan Crawford,60,Technical,10,0.17,-0.48
2016-17,Regular Season,Dan Crawford,60,Defensive goaltending,12,0.2,0.95
2016-17,Regular Season,Dan Crawford,60,Defensive 3 seconds,7,0.12,-0.07
2016-17,Regular Season,David Guthrie,44,Total fouls,715,16.25,1.63
2016-17,Regular Season,David Guthrie,44,Shooting,297,6.75,0.61
2016-17,Regular Season,David Guthrie,44,Loose ball,50,1.14,1.42
2016-17,Regular Season,David Guthrie,44,Offensive charge,18,0.41,0.23
2016-17,Regular Season,David Guthrie,44,Offensive,31,0.7,1.47
2016-17,Regular Season,David Guthrie,44,Technical,12,0.27,0.39
2016-17,Regular Season,David Guthrie,44,Defensive goaltending,7,0.16,0.3
2016-17,Regular Season,David Guthrie,44,Defensive 3 seconds,3,0.07,-0.6
2016-17,Regular Season,Dedric Taylor,55,Total fouls,754,13.71,-0.13
2016-17,Regular Season,Dedric Taylor,55,Shooting,363,6.6,0.39
2016-17,Regular Season,Dedric Taylor,55,Loose ball,46,0.84,0.19
2016-17,Regular Season,Dedric Taylor,55,Offensive charge,15,0.27,-1.12
2016-17,Regular Season,Dedric Taylor,55,Offensive,29,0.53,0.83
2016-17,Regular Season,Dedric Taylor,55,Technical,7,0.13,-0.81
2016-17,Regular Season,Dedric Taylor,55,Defensive goaltending,10,0.18,0.66
2016-17,Regular Season,Dedric Taylor,55,Defensive 3 seconds,6,0.11,-0.15
2016-17,Regular Season,Derek Richardson,47,Total fouls,622,13.23,-0.46
2016-17,Regular Season,Derek Richardson,47,Shooting,294,6.26,-0.09
2016-17,Regular Season,Derek Richardson,47,Loose ball,22,0.47,-1.32
2016-17,Regular Season,Derek Richardson,47,Offensive charge,14,0.3,-0.87
2016-17,Regular Season,Derek Richardson,47,Offensive,38,0.81,1.85
2016-17,Regular Season,Derek Richardson,47,Technical,2,0.04,-1.5
2016-17,Regular Season,Derek Richardson,47,Defensive goaltending,9,0.19,0.81
2016-17,Regular Season,Derek Richardson,47,Defensive 3 seconds,14,0.3,1.89
2016-17,Regular Season,Derrick Collins,64,Total fouls,874,13.66,-0.17
2016-17,Regular Season,Derrick Collins,64,Shooting,400,6.25,-0.1
2016-17,Regular Season,Derrick Collins,64,Loose ball,38,0.59,-0.8
2016-17,Regular Season,Derrick Collins,64,Offensive charge,18,0.28,-1.03
2016-17,Regular Season,Derrick Collins,64,Offensive,51,0.8,1.81
2016-17,Regular Season,Derrick Collins,64,Technical,5,0.08,-1.21
2016-17,Regular Season,Derrick Collins,64,Defensive goaltending,6,0.09,-0.72
2016-17,Regular Season,Derrick Collins,64,Defensive 3 seconds,9,0.14,0.19
2016-17,Regular Season,Derrick Stafford,63,Total fouls,842,13.37,-0.37
2016-17,Regular Season,Derrick Stafford,63,Shooting,385,6.11,-0.3
2016-17,Regular Season,Derrick Stafford,63,Loose ball,54,0.86,0.28
2016-17,Regular Season,Derrick Stafford,63,Offensive charge,21,0.33,-0.52
2016-17,Regular Season,Derrick Stafford,63,Offensive,51,0.81,1.85
2016-17,Regular Season,Derrick Stafford,63,Technical,6,0.1,-1.07
2016-17,Regular Season,Derrick Stafford,63,Defensive goaltending,10,0.16,0.3
2016-17,Regular Season,Derrick Stafford,63,Defensive 3 seconds,3,0.05,-0.82
2016-17,Regular Season,Ed Malloy,58,Total fouls,728,12.55,-0.93
2016-17,Regular Season,Ed Malloy,58,Shooting,294,5.07,-1.77
2016-17,Regular Season,Ed Malloy,58,Loose ball,37,0.64,-0.62
2016-17,Regular Season,Ed Malloy,58,Offensive charge,29,0.5,1.13
2016-17,Regular Season,Ed Malloy,58,Offensive,45,0.78,1.73
2016-17,Regular Season,Ed Malloy,58,Technical,21,0.36,1.13
2016-17,Regular Season,Ed Malloy,58,Defensive goaltending,13,0.22,1.32
2016-17,Regular Season,Ed Malloy,58,Defensive 3 seconds,4,0.07,-0.59
2016-17,Regular Season,Eric Dalen,58,Total fouls,691,11.91,-1.37
2016-17,Regular Season,Eric Dalen,58,Shooting,352,6.07,-0.36
2016-17,Regular Season,Eric Dalen,58,Loose ball,36,0.62,-0.69
2016-17,Regular Season,Eric Dalen,58,Offensive charge,17,0.29,-0.91
2016-17,Regular Season,Eric Dalen,58,Offensive,27,0.47,0.61
2016-17,Regular Season,Eric Dalen,58,Technical,7,0.12,-0.86
2016-17,Regular Season,Eric Dalen,58,Defensive goaltending,9,0.16,0.24
2016-17,Regular Season,Eric Dalen,58,Defensive 3 seconds,4,0.07,-0.59
2016-17,Regular Season,Eric Lewis,67,Total fouls,976,14.57,0.46
2016-17,Regular Season,Eric Lewis,67,Shooting,392,5.85,-0.67
2016-17,Regular Season,Eric Lewis,67,Loose ball,54,0.81,0.07
2016-17,Regular Season,Eric Lewis,67,Offensive charge,30,0.45,0.62
2016-17,Regular Season,Eric Lewis,67,Offensive,34,0.51,0.76
2016-17,Regular Season,Eric Lewis,67,Technical,9,0.13,-0.75
2016-17,Regular Season,Eric Lewis,67,Defensive goaltending,7,0.1,-0.55
2016-17,Regular Season,Eric Lewis,67,Defensive 3 seconds,14,0.21,0.93
2016-17,Regular Season,Gary Zielinski,59,Total fouls,872,14.78,0.61
2016-17,Regular Season,Gary Zielinski,59,Shooting,349,5.92,-0.58
2016-17,Regular Season,Gary Zielinski,59,Loose ball,47,0.8,0.03
2016-17,Regular Season,Gary Zielinski,59,Offensive charge,15,0.25,-1.3
2016-17,Regular Season,Gary Zielinski,59,Offensive,55,0.93,2.29
2016-17,Regular Season,Gary Zielinski,59,Technical,7,0.12,-0.88
2016-17,Regular Season,Gary Zielinski,59,Defensive goaltending,9,0.15,0.2
2016-17,Regular Season,Gary Zielinski,59,Defensive 3 seconds,21,0.36,2.52
2016-17,Regular Season,Gediminas Petraitis,51,Total fouls,599,11.75,-1.49
2016-17,Regular Season,Gediminas Petraitis,51,Shooting,303,5.94,-0.54
2016-17,Regular Season,Gediminas Petraitis,51,Loose ball,30,0.59,-0.82
2016-17,Regular Season,Gediminas Petraitis,51,Offensive charge,19,0.37,-0.13
2016-17,Regular Season,Gediminas Petraitis,51,Offensive,20,0.39,0.34
2016-17,Regular Season,Gediminas Petraitis,51,Technical,4,0.08,-1.21
2016-17,Regular Season,Gediminas Petraitis,51,Defensive goaltending,3,0.06,-1.27
2016-17,Regular Season,Gediminas Petraitis,51,Defensive 3 seconds,2,0.04,-0.91
2016-17,Regular Season,Haywoode Workman,52,Total fouls,746,14.35,0.31
2016-17,Regular Season,Haywoode Workman,52,Shooting,311,5.98,-0.48
2016-17,Regular Season,Haywoode Workman,52,Loose ball,46,0.88,0.39
2016-17,Regular Season,Haywoode Workman,52,Offensive charge,22,0.42,0.37
2016-17,Regular Season,Haywoode Workman,52,Offensive,36,0.69,1.43
2016-17,Regular Season,Haywoode Workman,52,Technical,6,0.12,-0.9
2016-17,Regular Season,Haywoode Workman,52,Defensive goaltending,9,0.17,0.52
2016-17,Regular Season,Haywoode Workman,52,Defensive 3 seconds,7,0.13,0.12
2016-17,Regular Season,J.T. Orr,54,Total fouls,775,14.35,0.31
2016-17,Regular Season,J.T. Orr,54,Shooting,375,6.94,0.88
2016-17,Regular Season,J.T. Orr,54,Loose ball,42,0.78,-0.05
2016-17,Regular Season,J.T. Orr,54,Offensive charge,20,0.37,-0.15
2016-17,Regular Season,J.T. Orr,54,Offensive,32,0.59,1.07
2016-17,Regular Season,J.T. Orr,54,Technical,14,0.26,0.28
2016-17,Regular Season,J.T. Orr,54,Defensive goaltending,5,0.09,-0.74
2016-17,Regular Season,J.T. Orr,54,Defensive 3 seconds,8,0.15,0.27
2016-17,Regular Season,Jacyn Goble,34,Total fouls,432,12.71,-0.83
2016-17,Regular Season,Jacyn Goble,34,Shooting,218,6.41,0.13
2016-17,Regular Season,Jacyn Goble,34,Loose ball,9,0.26,-2.15
2016-17,Regular Season,Jacyn Goble,34,Offensive charge,13,0.38,-0.03
2016-17,Regular Season,Jacyn Goble,34,Offensive,16,0.47,0.63
2016-17,Regular Season,Jacyn Goble,34,Technical,10,0.29,0.57
2016-17,Regular Season,Jacyn Goble,34,Defensive goaltending,2,0.06,-1.27
2016-17,Regular Season,Jacyn Goble,34,Defensive 3 seconds,0,0.0,-1.33
2016-17,Regular Season,James Capers Jr.,62,Total fouls,1085,17.5,2.5
2016-17,Regular Season,James Capers Jr.,62,Shooting,425,6.85,0.75
2016-17,Regular Season,James Capers Jr.,62,Loose ball,95,1.53,3.04
2016-17,Regular Season,James Capers Jr.,62,Offensive charge,32,0.52,1.29
2016-17,Regular Season,James Capers Jr.,62,Offensive,51,0.82,1.9
2016-17,Regular Season,James Capers Jr.,62,Technical,24,0.39,1.33
2016-17,Regular Season,James Capers Jr.,62,Defensive goaltending,8,0.13,-0.17
2016-17,Regular Season,James Capers Jr.,62,Defensive 3 seconds,14,0.23,1.11
2016-17,Regular Season,James Williams,69,Total fouls,1007,14.59,0.48
2016-17,Regular Season,James Williams,69,Shooting,408,5.91,-0.58
2016-17,Regular Season,James Williams,69,Loose ball,69,1.0,0.86
2016-17,Regular Season,James Williams,69,Offensive charge,19,0.28,-1.09
2016-17,Regular Season,James Williams,69,Offensive,45,0.65,1.28
2016-17,Regular Season,James Williams,69,Technical,26,0.38,1.25
2016-17,Regular Season,James Williams,69,Defensive goaltending,4,0.06,-1.28
2016-17,Regular Season,James Williams,69,Defensive 3 seconds,20,0.29,1.8
2016-17,Regular Season,Jason Phillips,33,Total fouls,443,13.42,-0.33
2016-17,Regular Season,Jason Phillips,33,Shooting,190,5.76,-0.8
2016-17,Regular Season,Jason Phillips,33,Loose ball,27,0.82,0.12
2016-17,Regular Season,Jason Phillips,33,Offensive charge,13,0.39,0.08
2016-17,Regular Season,Jason Phillips,33,Offensive,14,0.42,0.46
2016-17,Regular Season,Jason Phillips,33,Technical,9,0.27,0.39
2016-17,Regular Season,Jason Phillips,33,Defensive goaltending,5,0.15,0.19
2016-17,Regular Season,Jason Phillips,33,Defensive 3 seconds,4,0.12,-0.02
2016-17,Regular Season,John Goble,70,Total fouls,1102,15.74,1.28
2016-17,Regular Season,John Goble,70,Shooting,450,6.43,0.15
2016-17,Regular Season,John Goble,70,Loose ball,59,0.84,0.22
2016-17,Regular Season,John Goble,70,Offensive charge,15,0.21,-1.69
2016-17,Regular Season,John Goble,70,Offensive,79,1.13,3.0
2016-17,Regular Season,John Goble,70,Technical,21,0.3,0.62
2016-17,Regular Season,John Goble,70,Defensive goaltending,17,0.24,1.62
2016-17,Regular Season,John Goble,70,Defensive 3 seconds,7,0.1,-0.25
2016-17,Regular Season,Josh Tiven,69,Total fouls,1035,15.0,0.76
2016-17,Regular Season,Josh Tiven,69,Shooting,476,6.9,0.82
2016-17,Regular Season,Josh Tiven,69,Loose ball,51,0.74,-0.21
2016-17,Regular Season,Josh Tiven,69,Offensive charge,17,0.25,-1.38
2016-17,Regular Season,Josh Tiven,69,Offensive,56,0.81,1.86
2016-17,Regular Season,Josh Tiven,69,Technical,14,0.2,-0.18
2016-17,Regular Season,Josh Tiven,69,Defensive goaltending,14,0.2,0.99
2016-17,Regular Season,Josh Tiven,69,Defensive 3 seconds,12,0.17,0.55
2016-17,Regular Season,Justin Van Duyne,58,Total fouls,932,16.07,1.5
2016-17,Regular Season,Justin Van Duyne,58,Shooting,415,7.16,1.18
2016-17,Regular Season,Justin Van Duyne,58,Loose ball,49,0.84,0.23
2016-17,Regular Season,Justin Van Duyne,58,Offensive charge,26,0.45,0.62
2016-17,Regular Season,Justin Van Duyne,58,Offensive,60,1.03,2.66
2016-17,Regular Season,Justin Van Duyne,58,Technical,13,0.22,-0.01
2016-17,Regular Season,Justin Van Duyne,58,Defensive goaltending,13,0.22,1.32
2016-17,Regular Season,Justin Van Duyne,58,Defensive 3 seconds,21,0.36,2.58
2016-17,Regular Season,Kane Fitzgerald,69,Total fouls,1041,15.09,0.82
2016-17,Regular Season,Kane Fitzgerald,69,Shooting,390,5.65,-0.95
2016-17,Regular Season,Kane Fitzgerald,69,Loose ball,62,0.9,0.45
2016-17,Regular Season,Kane Fitzgerald,69,Offensive charge,22,0.32,-0.66
2016-17,Regular Season,Kane Fitzgerald,69,Offensive,67,0.97,2.43
2016-17,Regular Season,Kane Fitzgerald,69,Technical,31,0.45,1.84
2016-17,Regular Season,Kane Fitzgerald,69,Defensive goaltending,6,0.09,-0.83
2016-17,Regular Season,Kane Fitzgerald,69,Defensive 3 seconds,14,0.2,0.86
2016-17,Regular Season,Karl Lane,67,Total fouls,985,14.7,0.56
2016-17,Regular Season,Karl Lane,67,Shooting,442,6.6,0.39
2016-17,Regular Season,Karl Lane,67,Loose ball,49,0.73,-0.24
2016-17,Regular Season,Karl Lane,67,Offensive charge,29,0.43,0.47
2016-17,Regular Season,Karl Lane,67,Offensive,44,0.66,1.3
2016-17,Regular Season,Karl Lane,67,Technical,5,0.07,-1.24
2016-17,Regular Season,Karl Lane,67,Defensive goaltending,9,0.13,-0.08
2016-17,Regular Season,Karl Lane,67,Defensive 3 seconds,11,0.16,0.44
2016-17,Regular Season,Ken Mauer,63,Total fouls,938,14.89,0.69
2016-17,Regular Season,Ken Mauer,63,Shooting,440,6.98,0.94
2016-17,Regular Season,Ken Mauer,63,Loose ball,45,0.71,-0.31
2016-17,Regular Season,Ken Mauer,63,Offensive charge,21,0.33,-0.52
2016-17,Regular Season,Ken Mauer,63,Offensive,33,0.52,0.82
2016-17,Regular Season,Ken Mauer,63,Technical,23,0.37,1.15
2016-17,Regular Season,Ken Mauer,63,Defensive goaltending,7,0.11,-0.45
2016-17,Regular Season,Ken Mauer,63,Defensive 3 seconds,5,0.08,-0.48
2016-17,Regular Season,Kevin Cutler,57,Total fouls,774,13.58,-0.22
2016-17,Regular Season,Kevin Cutler,57,Shooting,352,6.18,-0.21
2016-17,Regular Season,Kevin Cutler,57,Loose ball,46,0.81,0.07
2016-17,Regular Season,Kevin Cutler,57,Offensive charge,21,0.37,-0.17
2016-17,Regular Season,Kevin Cutler,57,Offensive,32,0.56,0.96
2016-17,Regular Season,Kevin Cutler,57,Technical,7,0.12,-0.84
2016-17,Regular Season,Kevin Cutler,57,Defensive goaltending,5,0.09,-0.81
2016-17,Regular Season,Kevin Cutler,57,Defensive 3 seconds,6,0.11,-0.2
2016-17,Regular Season,Kevin Scott,64,Total fouls,809,12.64,-0.87
2016-17,Regular Season,Kevin Scott,64,Shooting,372,5.81,-0.72
2016-17,Regular Season,Kevin Scott,64,Loose ball,68,1.06,1.12
2016-17,Regular Season,Kevin Scott,64,Offensive charge,20,0.31,-0.72
2016-17,Regular Season,Kevin Scott,64,Offensive,36,0.56,0.96
2016-17,Regular Season,Kevin Scott,64,Technical,8,0.12,-0.83
2016-17,Regular Season,Kevin Scott,64,Defensive goaltending,6,0.09,-0.72
2016-17,Regular Season,Kevin Scott,64,Defensive 3 seconds,2,0.03,-1.0
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Total fouls,577,13.11,-0.54
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Shooting,296,6.73,0.57
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Loose ball,15,0.34,-1.84
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Offensive charge,14,0.32,-0.67
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Offensive,25,0.57,0.98
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Technical,5,0.11,-0.92
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Defensive goaltending,4,0.09,-0.76
2016-17,Regular Season,Lauren Holtkamp-Sterling,44,Defensive 3 seconds,2,0.05,-0.84
2016-17,Regular Season,Leon Wood,51,Total fouls,668,13.1,-0.55
2016-17,Regular Season,Leon Wood,51,Shooting,272,5.33,-1.4
2016-17,Regular Season,Leon Wood,51,Loose ball,48,0.94,0.62
2016-17,Regular Season,Leon Wood,51,Offensive charge,23,0.45,0.65
2016-17,Regular Season,Leon Wood,51,Offensive,39,0.76,1.69
2016-17,Regular Season,Leon Wood,51,Technical,7,0.14,-0.72
2016-17,Regular Season,Leon Wood,51,Defensive goaltending,6,0.12,-0.34
2016-17,Regular Season,Leon Wood,51,Defensive 3 seconds,7,0.14,0.15
2016-17,Regular Season,Leroy Richardson,57,Total fouls,798,14.0,0.07
2016-17,Regular Season,Leroy Richardson,57,Shooting,396,6.95,0.88
2016-17,Regular Season,Leroy Richardson,57,Loose ball,32,0.56,-0.93
2016-17,Regular Season,Leroy Richardson,57,Offensive charge,19,0.33,-0.52
2016-17,Regular Season,Leroy Richardson,57,Offensive,31,0.54,0.89
2016-17,Regular Season,Leroy Richardson,57,Technical,11,0.19,-0.27
2016-17,Regular Season,Leroy Richardson,57,Defensive goaltending,11,0.19,0.84
2016-17,Regular Season,Leroy Richardson,57,Defensive 3 seconds,12,0.21,0.94
2016-17,Regular Season,Marat Kogut,61,Total fouls,921,15.1,0.83
2016-17,Regular Season,Marat Kogut,61,Shooting,398,6.52,0.29
2016-17,Regular Season,Marat Kogut,61,Loose ball,60,0.98,0.79
2016-17,Regular Season,Marat Kogut,61,Offensive charge,31,0.51,1.22
2016-17,Regular Season,Marat Kogut,61,Offensive,45,0.74,1.59
2016-17,Regular Season,Marat Kogut,61,Technical,18,0.3,0.57
2016-17,Regular Season,Marat Kogut,61,Defensive goaltending,7,0.11,-0.39
2016-17,Regular Season,Marat Kogut,61,Defensive 3 seconds,8,0.13,0.08
2016-17,Regular Season,Marc Davis,65,Total fouls,846,13.02,-0.61
2016-17,Regular Season,Marc Davis,65,Shooting,377,5.8,-0.74
2016-17,Regular Season,Marc Davis,65,Loose ball,41,0.63,-0.65
2016-17,Regular Season,Marc Davis,65,Offensive charge,16,0.25,-1.38
2016-17,Regular Season,Marc Davis,65,Offensive,26,0.4,0.37
2016-17,Regular Season,Marc Davis,65,Technical,24,0.37,1.19
2016-17,Regular Season,Marc Davis,65,Defensive goaltending,14,0.22,1.19
2016-17,Regular Season,Marc Davis,65,Defensive 3 seconds,11,0.17,0.5
2016-17,Regular Season,Mark Ayotte,55,Total fouls,782,14.22,0.22
2016-17,Regular Season,Mark Ayotte,55,Shooting,376,6.84,0.73
2016-17,Regular Season,Mark Ayotte,55,Loose ball,56,1.02,0.94
2016-17,Regular Season,Mark Ayotte,55,Offensive charge,14,0.25,-1.3
2016-17,Regular Season,Mark Ayotte,55,Offensive,25,0.45,0.57
2016-17,Regular Season,Mark Ayotte,55,Technical,7,0.13,-0.81
2016-17,Regular Season,Mark Ayotte,55,Defensive goaltending,4,0.07,-1.05
2016-17,Regular Season,Mark Ayotte,55,Defensive 3 seconds,6,0.11,-0.15
2016-17,Regular Season,Mark Lindsay,64,Total fouls,823,12.86,-0.72
2016-17,Regular Season,Mark Lindsay,64,Shooting,426,6.66,0.47
2016-17,Regular Season,Mark Lindsay,64,Loose ball,36,0.56,-0.93
2016-17,Regular Season,Mark Lindsay,64,Offensive charge,22,0.34,-0.41
2016-17,Regular Season,Mark Lindsay,64,Offensive,26,0.41,0.39
2016-17,Regular Season,Mark Lindsay,64,Technical,1,0.02,-1.73
2016-17,Regular Season,Mark Lindsay,64,Defensive goaltending,3,0.05,-1.45
2016-17,Regular Season,Mark Lindsay,64,Defensive 3 seconds,12,0.19,0.69
2016-17,Regular Season,Matt Boland,64,Total fouls,843,13.17,-0.5
2016-17,Regular Season,Matt Boland,64,Shooting,305,4.77,-2.2
2016-17,Regular Season,Matt Boland,64,Loose ball,65,1.02,0.93
2016-17,Regular Season,Matt Boland,64,Offensive charge,26,0.41,0.21
2016-17,Regular Season,Matt Boland,64,Offensive,36,0.56,0.96
2016-17,Regular Season,Matt Boland,64,Technical,6,0.09,-1.08
2016-17,Regular Season,Matt Boland,64,Defensive goaltending,7,0.11,-0.47
2016-17,Regular Season,Matt Boland,64,Defensive 3 seconds,11,0.17,0.53
2016-17,Regular Season,Michael Smith,59,Total fouls,834,14.14,0.16
2016-17,Regular Season,Michael Smith,59,Shooting,408,6.92,0.84
2016-17,Regular Season,Michael Smith,59,Loose ball,29,0.49,-1.22
2016-17,Regular Season,Michael Smith,59,Offensive charge,33,0.56,1.72
2016-17,Regular Season,Michael Smith,59,Offensive,32,0.54,0.89
2016-17,Regular Season,Michael Smith,59,Technical,7,0.12,-0.88
2016-17,Regular Season,Michael Smith,59,Defensive goaltending,6,0.1,-0.59
2016-17,Regular Season,Michael Smith,59,Defensive 3 seconds,9,0.15,0.32
2016-17,Regular Season,Mike Callahan,61,Total fouls,744,12.2,-1.18
2016-17,Regular Season,Mike Callahan,61,Shooting,338,5.54,-1.1
